ampl.tab 2 1
Settlements	DistrictCourts	D
18454	106	0
18454	107	0
18454	108	0
18454	109	0
18454	110	0
18454	111	0
18454	112	0
18454	113	0
18454	114	0
18454	115	0
18454	201	0
18454	202	0
18454	203	0
18454	204	0
18454	205	0
18454	206	0
18454	207	0
18454	301	0
18454	302	0
18454	303	0
18454	304	0
18454	305	0
18454	306	0
18454	307	0
18454	308	0
18454	309	0
18454	310	0
18454	401	0
18454	402	0
18454	403	0
18454	404	0
18454	405	0
18454	406	0
18454	407	0
18454	408	0
18454	409	0
18454	501	0
18454	502	0
18454	503	0
18454	504	1
18454	505	0
18454	506	0
18454	507	0
18454	601	0
18454	602	0
18454	603	0
18454	604	0
18454	605	0
18454	606	0
18454	607	0
18454	608	0
18454	609	0
18454	610	0
18454	611	0
18454	612	0
18454	613	0
18454	614	0
18454	615	0
18454	616	0
18454	617	0
18454	618	0
18454	619	0
18454	620	0
18454	621	0
18454	622	0
18454	701	0
18454	702	0
18454	703	0
18454	704	0
18454	705	0
18454	801	0
18454	802	0
18454	803	0
18454	804	0
18454	805	0
18454	806	0
18454	807	0
18454	901	0
18454	902	0
18454	903	0
18454	904	0
18454	905	0
18454	906	0
18454	907	0
18454	908	0
18454	909	0
18454	910	0
18454	911	0
18454	912	0
18454	913	0
18454	914	0
18454	915	0
18454	1001	0
18454	1002	0
18454	1003	0
18454	1004	0
18454	1005	0
18454	1006	0
18454	1007	0
18454	1101	0
18454	1102	0
18454	1103	0
18454	1104	0
18454	1105	0
18454	1106	0
18454	1107	0
18454	1108	0
18454	1109	0
18454	1110	0
18454	1111	0
18454	1112	0
18454	1113	0
18454	1114	0
18454	1115	0
18454	1116	0
18454	1117	0
18454	1118	0
18454	1119	0
18454	1201	0
18454	1202	0
18454	1203	0
18454	1204	0
18454	1205	0
18454	1206	0
18454	1207	0
18454	1208	0
18454	1209	0
18454	1210	0
18454	1211	0
18454	1301	0
18454	1302	0
18454	1303	0
18454	1304	0
18454	1305	0
18454	1306	0
18454	1307	0
18454	1308	0
18454	1309	0
18454	1310	0
18454	1311	0
18454	1312	0
18454	1313	0
18454	1314	0
18454	1315	0
18454	1401	0
18454	1402	0
18454	1403	0
18454	1404	0
18454	1405	0
18454	1406	0
18454	1407	0
18454	1408	0
18454	1501	0
18454	1502	0
18454	1503	0
18454	1504	0
18454	1505	0
18454	1506	0
18454	1507	0
18454	1508	0
18454	1509	0
18454	1510	0
18454	1511	0
18454	1512	0
18454	1513	0
18454	1514	0
18454	1515	0
18454	1516	0
18454	1517	0
18454	1518	0
18454	1519	0
18454	1520	0
18454	1521	0
18454	1522	0
18454	1523	0
18454	1524	0
18454	1525	0
18454	1526	0
18454	1527	0
18454	1528	0
18454	1601	0
18454	1602	0
18454	1603	0
18454	1604	0
18454	1605	0
18454	1606	0
18454	1607	0
18454	1608	0
18454	1609	0
18454	1610	0
18454	1611	0
18454	1612	0
18454	1613	0
18454	1614	0
18454	1615	0
18454	1616	0
18454	1617	0
18454	1701	0
18454	1702	0
18454	1703	0
18454	1704	0
18454	1705	0
18454	1706	0
18454	1707	0
18454	1801	0
18454	1802	0
18454	1803	0
18454	1804	0
18454	1805	0
18454	1806	0
18454	1807	0
18454	1808	0
18454	1809	0
18454	1810	0
18454	1812	0
18454	1813	0
18454	1814	0
18454	1815	0
18454	1816	0
18454	1901	0
18454	1902	0
18454	1903	0
18454	1904	0
18454	1905	0
18454	1906	0
18454	1907	0
18454	2001	0
18454	2002	0
18454	2003	0
18454	2004	0
18454	2005	0
18454	2006	0
18454	2007	0
18454	2101	0
18454	2102	0
18454	2103	0
18454	2104	0
18454	2105	0
18454	2106	0
18454	2107	0
18454	2108	0
18454	2109	0
18454	2110	0
18454	2201	0
18454	2202	0
18454	2203	0
18454	2204	0
18454	2205	0
18454	2206	0
18454	2207	0
18454	2208	0
18454	2209	0
18454	2301	0
18454	2302	0
18454	2303	0
18454	2304	0
18454	2305	0
18454	2401	0
18454	2402	0
18454	2403	0
18454	2404	0
18454	2405	0
18454	2406	0
18454	2407	0
18454	2408	0
18454	2409	0
18454	2410	0
18454	2411	0
18454	2501	0
18454	2502	0
18454	2503	0
18454	2504	0
18454	2505	0
18454	2506	0
18454	2507	0
18454	2508	0
18454	2509	0
18454	2510	0
18454	2511	0
18454	2512	0
18454	2513	0
18454	2514	0
18454	2515	0
18454	2516	0
18454	2517	0
18454	2518	0
18454	2519	0
18454	2601	0
18454	2602	0
18454	2603	0
18454	2604	0
18454	2605	0
18454	2606	0
18454	2607	0
18454	2608	0
18454	2609	0
18454	2610	0
18454	2611	0
18454	2612	0
18454	2613	0
18454	2701	0
18454	2702	0
18454	2703	0
18454	2704	0
18454	2705	0
18454	2706	0
18454	2707	0
18454	2708	0
18454	2709	0
18454	2710	0
18454	2711	0
18454	2801	0
18454	2802	0
18454	2803	0
18454	2804	0
18454	2805	0
18454	2806	0
18454	2807	0
18454	2808	0
18454	2809	0
18454	2810	0
18454	2811	0
18454	2812	0
18454	2813	0
18454	2814	0
18454	2901	0
18454	2902	0
18454	2903	0
18454	2904	0
18454	2905	0
18454	2906	0
18454	2907	0
18454	3001	0
18454	3002	0
18454	3003	0
18454	3004	0
18454	3005	0
18454	3006	0
18454	3007	0
18454	3008	0
18454	3009	0
18454	3010	0
18454	3011	0
18454	3012	0
18454	3013	0
18454	3014	0
18454	3015	0
18454	3016	0
18454	3101	0
18454	3102	0
18454	3103	0
18454	3104	0
18454	3105	0
18454	3106	0
18454	3107	0
18454	3108	0
18454	3109	0
18454	3110	0
18454	3111	0
18454	3201	0
18454	3202	0
18454	3203	0
18454	3204	0
18454	3205	0
18454	3206	0
18454	3207	0
18454	3208	0
18454	3209	0
18454	3210	0
18454	3211	0
18454	3212	0
18454	3213	0
18454	3301	0
18454	3302	0
18454	3303	0
18454	3304	0
18454	3305	0
18454	3306	0
18454	3307	0
18454	3308	0
18454	3309	0
18454	3310	0
18454	3311	0
18454	3312	0
18454	3313	0
18454	3314	0
18454	3315	0
18454	3316	0
18454	3401	0
18454	3402	0
18454	3403	0
18454	3404	0
18454	3405	0
20419	0	0
20419	101	0
20419	102	0
20419	103	0
20419	104	0
20419	105	0
20419	106	0
20419	107	0
20419	108	0
20419	109	0
20419	110	0
20419	111	0
20419	112	0
20419	113	0
20419	114	0
20419	115	0
20419	201	0
20419	202	0
20419	203	0
20419	204	0
20419	205	0
20419	206	0
20419	207	0
20419	301	0
20419	302	0
20419	303	0
20419	304	0
20419	305	0
20419	306	0
20419	307	0
20419	308	0
20419	309	0
20419	310	0
20419	401	0
20419	402	0
20419	403	0
20419	404	0
20419	405	0
20419	406	0
20419	407	0
20419	408	0
20419	409	0
20419	501	0
20419	502	0
20419	503	0
20419	504	0
20419	505	0
20419	506	0
20419	507	0
20419	601	0
20419	602	0
20419	603	0
20419	604	0
20419	605	0
20419	606	0
20419	607	0
20419	608	0
20419	609	0
20419	610	0
20419	611	0
20419	612	0
20419	613	0
20419	614	0
20419	615	0
20419	616	0
20419	617	0
20419	618	0
20419	619	0
20419	620	0
20419	621	0
20419	622	0
20419	701	0
20419	702	0
20419	703	0
20419	704	0
20419	705	0
20419	801	0
20419	802	0
20419	803	0
20419	804	0
20419	805	0
20419	806	0
20419	807	0
20419	901	0
20419	902	0
20419	903	0
20419	904	0
20419	905	0
20419	906	0
20419	907	0
20419	908	0
20419	909	0
20419	910	0
20419	911	0
20419	912	0
20419	913	0
20419	914	0
20419	915	0
20419	1001	0
20419	1002	0
20419	1003	0
20419	1004	0
20419	1005	0
20419	1006	0
20419	1007	0
20419	1101	0
20419	1102	0
20419	1103	0
20419	1104	0
20419	1105	0
20419	1106	0
20419	1107	0
20419	1108	0
20419	1109	0
20419	1110	0
20419	1111	0
20419	1112	0
20419	1113	0
20419	1114	0
20419	1115	0
20419	1116	0
20419	1117	0
20419	1118	0
20419	1119	0
20419	1201	0
20419	1202	0
20419	1203	0
20419	1204	0
20419	1205	0
20419	1206	0
20419	1207	0
20419	1208	0
20419	1209	0
20419	1210	0
20419	1211	0
20419	1301	0
20419	1302	0
20419	1303	0
20419	1304	0
20419	1305	0
20419	1306	0
20419	1307	0
20419	1308	0
20419	1309	0
20419	1310	0
20419	1311	0
20419	1312	0
20419	1313	0
20419	1314	0
20419	1315	0
20419	1401	0
20419	1402	0
20419	1403	0
20419	1404	0
20419	1405	0
20419	1406	0
20419	1407	0
20419	1408	0
20419	1501	0
20419	1502	0
20419	1503	0
20419	1504	0
20419	1505	0
20419	1506	0
20419	1507	0
20419	1508	0
20419	1509	0
20419	1510	0
20419	1511	0
20419	1512	0
20419	1513	0
20419	1514	0
20419	1515	0
20419	1516	0
20419	1517	0
20419	1518	0
20419	1519	0
20419	1520	0
20419	1521	0
20419	1522	0
20419	1523	0
20419	1524	0
20419	1525	0
20419	1526	0
20419	1527	0
20419	1528	0
20419	1601	0
20419	1602	0
20419	1603	0
20419	1604	0
20419	1605	0
20419	1606	0
20419	1607	0
20419	1608	0
20419	1609	0
20419	1610	0
20419	1611	0
20419	1612	0
20419	1613	0
20419	1614	0
20419	1615	0
20419	1616	0
20419	1617	0
20419	1701	0
20419	1702	0
20419	1703	0
20419	1704	0
20419	1705	0
20419	1706	0
20419	1707	0
20419	1801	0
20419	1802	0
20419	1803	0
20419	1804	0
20419	1805	0
20419	1806	0
20419	1807	0
20419	1808	0
20419	1809	0
20419	1810	0
20419	1812	0
20419	1813	0
20419	1814	0
20419	1815	0
20419	1816	0
20419	1901	0
20419	1902	0
20419	1903	0
20419	1904	0
20419	1905	0
20419	1906	0
20419	1907	0
20419	2001	0
20419	2002	0
20419	2003	0
20419	2004	0
20419	2005	0
20419	2006	0
20419	2007	0
20419	2101	0
20419	2102	0
20419	2103	0
20419	2104	0
20419	2105	0
20419	2106	0
20419	2107	0
20419	2108	0
20419	2109	0
20419	2110	0
20419	2201	0
20419	2202	0
20419	2203	0
20419	2204	0
20419	2205	0
20419	2206	0
20419	2207	0
20419	2208	0
20419	2209	0
20419	2301	0
20419	2302	0
20419	2303	0
20419	2304	0
20419	2305	0
20419	2401	0
20419	2402	0
20419	2403	0
20419	2404	0
20419	2405	0
20419	2406	0
20419	2407	0
20419	2408	0
20419	2409	0
20419	2410	0
20419	2411	0
20419	2501	0
20419	2502	0
20419	2503	0
20419	2504	0
20419	2505	0
20419	2506	0
20419	2507	0
20419	2508	0
20419	2509	0
20419	2510	0
20419	2511	0
20419	2512	0
20419	2513	0
20419	2514	0
20419	2515	0
20419	2516	0
20419	2517	0
20419	2518	0
20419	2519	0
20419	2601	0
20419	2602	0
20419	2603	0
20419	2604	0
20419	2605	0
20419	2606	0
20419	2607	0
20419	2608	0
20419	2609	0
20419	2610	0
20419	2611	0
20419	2612	0
20419	2613	0
20419	2701	0
20419	2702	0
20419	2703	0
20419	2704	0
20419	2705	0
20419	2706	0
20419	2707	0
20419	2708	0
20419	2709	0
20419	2710	0
20419	2711	0
20419	2801	1
20419	2802	0
20419	2803	0
20419	2804	0
20419	2805	0
20419	2806	0
20419	2807	0
20419	2808	0
20419	2809	0
20419	2810	0
20419	2811	0
20419	2812	0
20419	2813	0
20419	2814	0
20419	2901	0
20419	2902	0
20419	2903	0
20419	2904	0
20419	2905	0
20419	2906	0
20419	2907	0
20419	3001	0
20419	3002	0
20419	3003	0
20419	3004	0
20419	3005	0
20419	3006	0
20419	3007	0
20419	3008	0
20419	3009	0
20419	3010	0
20419	3011	0
20419	3012	0
20419	3013	0
20419	3014	0
20419	3015	0
20419	3016	0
20419	3101	0
20419	3102	0
20419	3103	0
20419	3104	0
20419	3105	0
20419	3106	0
20419	3107	0
20419	3108	0
20419	3109	0
20419	3110	0
20419	3111	0
20419	3201	0
20419	3202	0
20419	3203	0
20419	3204	0
20419	3205	0
20419	3206	0
20419	3207	0
20419	3208	0
20419	3209	0
20419	3210	0
20419	3211	0
20419	3212	0
20419	3213	0
20419	3301	0
20419	3302	0
20419	3303	0
20419	3304	0
20419	3305	0
20419	3306	0
20419	3307	0
20419	3308	0
20419	3309	0
20419	3310	0
20419	3311	0
20419	3312	0
20419	3313	0
20419	3314	0
20419	3315	0
20419	3316	0
20419	3401	0
20419	3402	0
20419	3403	0
20419	3404	0
20419	3405	0
20650	0	0
20650	101	0
20650	102	0
20650	103	0
20650	104	0
20650	105	0
20650	106	0
20650	107	0
20650	108	0
20650	109	0
20650	110	0
20650	111	0
20650	112	0
20650	113	0
20650	114	0
20650	115	0
20650	201	0
20650	202	0
20650	203	0
20650	204	0
20650	205	0
20650	206	0
20650	207	0
20650	301	0
20650	302	0
20650	303	0
20650	304	0
20650	305	0
20650	306	0
20650	307	0
20650	308	0
20650	309	0
20650	310	0
20650	401	0
20650	402	0
20650	403	0
20650	404	0
20650	405	0
20650	406	0
20650	407	0
20650	408	0
20650	409	0
20650	501	0
20650	502	0
20650	503	0
20650	504	1
20650	505	0
20650	506	0
20650	507	0
20650	601	0
20650	602	0
20650	603	0
20650	604	0
20650	605	0
20650	606	0
20650	607	0
20650	608	0
20650	609	0
20650	610	0
20650	611	0
20650	612	0
20650	613	0
20650	614	0
20650	615	0
20650	616	0
20650	617	0
20650	618	0
20650	619	0
20650	620	0
20650	621	0
20650	622	0
20650	701	0
20650	702	0
20650	703	0
20650	704	0
20650	705	0
20650	801	0
20650	802	0
20650	803	0
20650	804	0
20650	805	0
20650	806	0
20650	807	0
20650	901	0
20650	902	0
20650	903	0
20650	904	0
20650	905	0
20650	906	0
20650	907	0
20650	908	0
20650	909	0
20650	910	0
20650	911	0
20650	912	0
20650	913	0
20650	914	0
20650	915	0
20650	1001	0
20650	1002	0
20650	1003	0
20650	1004	0
20650	1005	0
20650	1006	0
20650	1007	0
20650	1101	0
20650	1102	0
20650	1103	0
20650	1104	0
20650	1105	0
20650	1106	0
20650	1107	0
20650	1108	0
20650	1109	0
20650	1110	0
20650	1111	0
20650	1112	0
20650	1113	0
20650	1114	0
20650	1115	0
20650	1116	0
20650	1117	0
20650	1118	0
20650	1119	0
20650	1201	0
20650	1202	0
20650	1203	0
20650	1204	0
20650	1205	0
20650	1206	0
20650	1207	0
20650	1208	0
20650	1209	0
20650	1210	0
20650	1211	0
20650	1301	0
20650	1302	0
20650	1303	0
20650	1304	0
20650	1305	0
20650	1306	0
20650	1307	0
20650	1308	0
20650	1309	0
20650	1310	0
20650	1311	0
20650	1312	0
20650	1313	0
20650	1314	0
20650	1315	0
20650	1401	0
20650	1402	0
20650	1403	0
20650	1404	0
20650	1405	0
20650	1406	0
20650	1407	0
20650	1408	0
20650	1501	0
20650	1502	0
20650	1503	0
20650	1504	0
20650	1505	0
20650	1506	0
20650	1507	0
20650	1508	0
20650	1509	0
20650	1510	0
20650	1511	0
20650	1512	0
20650	1513	0
20650	1514	0
20650	1515	0
20650	1516	0
20650	1517	0
20650	1518	0
20650	1519	0
20650	1520	0
20650	1521	0
20650	1522	0
20650	1523	0
20650	1524	0
20650	1525	0
20650	1526	0
20650	1527	0
20650	1528	0
20650	1601	0
20650	1602	0
20650	1603	0
20650	1604	0
20650	1605	0
20650	1606	0
20650	1607	0
20650	1608	0
20650	1609	0
20650	1610	0
20650	1611	0
20650	1612	0
20650	1613	0
20650	1614	0
20650	1615	0
20650	1616	0
20650	1617	0
20650	1701	0
20650	1702	0
20650	1703	0
20650	1704	0
20650	1705	0
20650	1706	0
20650	1707	0
20650	1801	0
20650	1802	0
20650	1803	0
20650	1804	0
20650	1805	0
20650	1806	0
20650	1807	0
20650	1808	0
20650	1809	0
20650	1810	0
20650	1812	0
20650	1813	0
20650	1814	0
20650	1815	0
20650	1816	0
20650	1901	0
20650	1902	0
20650	1903	0
20650	1904	0
20650	1905	0
20650	1906	0
20650	1907	0
20650	2001	0
20650	2002	0
20650	2003	0
20650	2004	0
20650	2005	0
20650	2006	0
20650	2007	0
20650	2101	0
20650	2102	0
20650	2103	0
20650	2104	0
20650	2105	0
20650	2106	0
20650	2107	0
20650	2108	0
20650	2109	0
20650	2110	0
20650	2201	0
20650	2202	0
20650	2203	0
20650	2204	0
20650	2205	0
20650	2206	0
20650	2207	0
20650	2208	0
20650	2209	0
20650	2301	0
20650	2302	0
20650	2303	0
20650	2304	0
20650	2305	0
20650	2401	0
20650	2402	0
20650	2403	0
20650	2404	0
20650	2405	0
20650	2406	0
20650	2407	0
20650	2408	0
20650	2409	0
20650	2410	0
20650	2411	0
20650	2501	0
20650	2502	0
20650	2503	0
20650	2504	0
20650	2505	0
20650	2506	0
20650	2507	0
20650	2508	0
20650	2509	0
20650	2510	0
20650	2511	0
20650	2512	0
20650	2513	0
20650	2514	0
20650	2515	0
20650	2516	0
20650	2517	0
20650	2518	0
20650	2519	0
20650	2601	0
20650	2602	0
20650	2603	0
20650	2604	0
20650	2605	0
20650	2606	0
20650	2607	0
20650	2608	0
20650	2609	0
20650	2610	0
20650	2611	0
20650	2612	0
20650	2613	0
20650	2701	0
20650	2702	0
20650	2703	0
20650	2704	0
20650	2705	0
20650	2706	0
20650	2707	0
20650	2708	0
20650	2709	0
20650	2710	0
20650	2711	0
20650	2801	0
20650	2802	0
20650	2803	0
20650	2804	0
20650	2805	0
20650	2806	0
20650	2807	0
20650	2808	0
20650	2809	0
20650	2810	0
20650	2811	0
20650	2812	0
20650	2813	0
20650	2814	0
20650	2901	0
20650	2902	0
20650	2903	0
20650	2904	0
20650	2905	0
20650	2906	0
20650	2907	0
20650	3001	0
20650	3002	0
20650	3003	0
20650	3004	0
20650	3005	0
20650	3006	0
20650	3007	0
20650	3008	0
20650	3009	0
20650	3010	0
20650	3011	0
20650	3012	0
20650	3013	0
20650	3014	0
20650	3015	0
20650	3016	0
20650	3101	0
20650	3102	0
20650	3103	0
20650	3104	0
20650	3105	0
20650	3106	0
20650	3107	0
20650	3108	0
20650	3109	0
20650	3110	0
20650	3111	0
20650	3201	0
20650	3202	0
20650	3203	0
20650	3204	0
20650	3205	0
20650	3206	0
20650	3207	0
20650	3208	0
20650	3209	0
20650	3210	0
20650	3211	0
20650	3212	0
20650	3213	0
20650	3301	0
20650	3302	0
20650	3303	0
20650	3304	0
20650	3305	0
20650	3306	0
20650	3307	0
20650	3308	0
20650	3309	0
20650	3310	0
20650	3311	0
20650	3312	0
20650	3313	0
20650	3314	0
20650	3315	0
20650	3316	0
20650	3401	0
20650	3402	0
20650	3403	0
20650	3404	0
20650	3405	0
21067	0	0
21067	101	0
21067	102	0
21067	103	0
21067	104	0
21067	105	0
21067	106	0
21067	107	0
21067	108	0
21067	109	0
21067	110	0
21067	111	0
21067	112	0
21067	113	0
21067	114	0
21067	115	0
21067	201	0
21067	202	0
21067	203	0
21067	204	0
21067	205	0
21067	206	0
21067	207	0
21067	301	0
21067	302	0
21067	303	0
21067	304	0
21067	305	0
21067	306	0
21067	307	0
21067	308	0
21067	309	0
21067	310	0
21067	401	0
21067	402	0
21067	403	0
21067	404	0
21067	405	0
21067	406	0
21067	407	0
21067	408	0
21067	409	0
21067	501	0
21067	502	0
21067	503	0
21067	504	0
21067	505	0
21067	506	0
21067	507	0
21067	601	0
21067	602	0
21067	603	0
21067	604	0
21067	605	0
21067	606	0
21067	607	0
21067	608	0
21067	609	0
21067	610	0
21067	611	0
21067	612	0
21067	613	0
21067	614	0
21067	615	0
21067	616	0
21067	617	0
21067	618	0
21067	619	0
21067	620	0
21067	621	0
21067	622	0
21067	701	0
21067	702	0
21067	703	0
21067	704	0
21067	705	0
21067	801	0
21067	802	0
21067	803	0
21067	804	0
21067	805	0
21067	806	0
21067	807	0
21067	901	0
21067	902	0
21067	903	0
21067	904	0
21067	905	0
21067	906	0
21067	907	0
21067	908	0
21067	909	0
21067	910	0
21067	911	0
21067	912	0
21067	913	0
21067	914	0
21067	915	0
21067	1001	0
21067	1002	0
21067	1003	0
21067	1004	0
21067	1005	0
21067	1006	0
21067	1007	0
21067	1101	0
21067	1102	0
21067	1103	0
21067	1104	0
21067	1105	0
21067	1106	0
21067	1107	0
21067	1108	0
21067	1109	0
21067	1110	0
21067	1111	0
21067	1112	0
21067	1113	0
21067	1114	0
21067	1115	0
21067	1116	0
21067	1117	0
21067	1118	0
21067	1119	0
21067	1201	0
21067	1202	0
21067	1203	0
21067	1204	0
21067	1205	0
21067	1206	0
21067	1207	0
21067	1208	0
21067	1209	0
21067	1210	0
21067	1211	0
21067	1301	0
21067	1302	0
21067	1303	0
21067	1304	0
21067	1305	0
21067	1306	0
21067	1307	0
21067	1308	0
21067	1309	0
21067	1310	0
21067	1311	0
21067	1312	0
21067	1313	0
21067	1314	0
21067	1315	0
21067	1401	0
21067	1402	0
21067	1403	0
21067	1404	0
21067	1405	0
21067	1406	0
21067	1407	0
21067	1408	0
21067	1501	0
21067	1502	0
21067	1503	0
21067	1504	0
21067	1505	0
21067	1506	0
21067	1507	0
21067	1508	0
21067	1509	0
21067	1510	0
21067	1511	0
21067	1512	0
21067	1513	0
21067	1514	0
21067	1515	0
21067	1516	0
21067	1517	0
21067	1518	0
21067	1519	0
21067	1520	0
21067	1521	0
21067	1522	0
21067	1523	0
21067	1524	0
21067	1525	0
21067	1526	0
21067	1527	0
21067	1528	0
21067	1601	0
21067	1602	0
21067	1603	0
21067	1604	0
21067	1605	0
21067	1606	0
21067	1607	0
21067	1608	0
21067	1609	0
21067	1610	0
21067	1611	0
21067	1612	0
21067	1613	0
21067	1614	0
21067	1615	0
21067	1616	0
21067	1617	0
21067	1701	0
21067	1702	0
21067	1703	0
21067	1704	0
21067	1705	0
21067	1706	0
21067	1707	0
21067	1801	0
21067	1802	0
21067	1803	0
21067	1804	0
21067	1805	0
21067	1806	0
21067	1807	0
21067	1808	0
21067	1809	0
21067	1810	0
21067	1812	0
21067	1813	0
21067	1814	0
21067	1815	0
21067	1816	0
21067	1901	0
21067	1902	0
21067	1903	0
21067	1904	0
21067	1905	0
21067	1906	0
21067	1907	0
21067	2001	0
21067	2002	0
21067	2003	0
21067	2004	0
21067	2005	0
21067	2006	0
21067	2007	0
21067	2101	0
21067	2102	0
21067	2103	0
21067	2104	0
21067	2105	0
21067	2106	0
21067	2107	0
21067	2108	0
21067	2109	0
21067	2110	0
21067	2201	0
21067	2202	0
21067	2203	0
21067	2204	0
21067	2205	0
21067	2206	0
21067	2207	0
21067	2208	0
21067	2209	0
21067	2301	0
21067	2302	0
21067	2303	0
21067	2304	0
21067	2305	0
21067	2401	0
21067	2402	0
21067	2403	0
21067	2404	0
21067	2405	0
21067	2406	0
21067	2407	0
21067	2408	0
21067	2409	0
21067	2410	0
21067	2411	0
21067	2501	0
21067	2502	0
21067	2503	0
21067	2504	0
21067	2505	0
21067	2506	0
21067	2507	0
21067	2508	0
21067	2509	0
21067	2510	0
21067	2511	0
21067	2512	0
21067	2513	0
21067	2514	0
21067	2515	0
21067	2516	0
21067	2517	0
21067	2518	0
21067	2519	0
21067	2601	0
21067	2602	0
21067	2603	0
21067	2604	0
21067	2605	0
21067	2606	0
21067	2607	0
21067	2608	0
21067	2609	0
21067	2610	0
21067	2611	0
21067	2612	0
21067	2613	0
21067	2701	1
21067	2702	0
21067	2703	0
21067	2704	0
21067	2705	0
21067	2706	0
21067	2707	0
21067	2708	0
21067	2709	0
21067	2710	0
21067	2711	0
21067	2801	0
21067	2802	0
21067	2803	0
21067	2804	0
21067	2805	0
21067	2806	0
21067	2807	0
21067	2808	0
21067	2809	0
21067	2810	0
21067	2811	0
21067	2812	0
21067	2813	0
21067	2814	0
21067	2901	0
21067	2902	0
21067	2903	0
21067	2904	0
21067	2905	0
21067	2906	0
21067	2907	0
21067	3001	0
21067	3002	0
21067	3003	0
21067	3004	0
21067	3005	0
21067	3006	0
21067	3007	0
21067	3008	0
21067	3009	0
21067	3010	0
21067	3011	0
21067	3012	0
21067	3013	0
21067	3014	0
21067	3015	0
21067	3016	0
21067	3101	0
21067	3102	0
21067	3103	0
21067	3104	0
21067	3105	0
21067	3106	0
21067	3107	0
21067	3108	0
21067	3109	0
21067	3110	0
21067	3111	0
21067	3201	0
21067	3202	0
21067	3203	0
21067	3204	0
21067	3205	0
21067	3206	0
21067	3207	0
21067	3208	0
21067	3209	0
21067	3210	0
21067	3211	0
21067	3212	0
21067	3213	0
21067	3301	0
21067	3302	0
21067	3303	0
21067	3304	0
21067	3305	0
21067	3306	0
21067	3307	0
21067	3308	0
21067	3309	0
21067	3310	0
21067	3311	0
21067	3312	0
21067	3313	0
21067	3314	0
21067	3315	0
21067	3316	0
21067	3401	0
21067	3402	0
21067	3403	0
21067	3404	0
21067	3405	0
21513	0	0
21513	101	0
21513	102	0
21513	103	0
21513	104	0
21513	105	0
21513	106	0
21513	107	0
21513	108	0
21513	109	0
21513	110	0
21513	111	0
21513	112	0
21513	113	0
21513	114	0
21513	115	0
21513	201	0
21513	202	0
21513	203	0
21513	204	0
21513	205	0
21513	206	0
21513	207	0
21513	301	0
21513	302	0
21513	303	0
21513	304	0
21513	305	0
21513	306	0
21513	307	0
21513	308	0
21513	309	0
21513	310	0
21513	401	0
21513	402	0
21513	403	0
21513	404	0
21513	405	0
21513	406	0
21513	407	0
21513	408	0
21513	409	0
21513	501	0
21513	502	0
21513	503	0
21513	504	0
21513	505	0
21513	506	0
21513	507	0
21513	601	0
21513	602	0
21513	603	0
21513	604	0
21513	605	0
21513	606	0
21513	607	0
21513	608	0
21513	609	0
21513	610	0
21513	611	0
21513	612	0
21513	613	0
21513	614	0
21513	615	0
21513	616	0
21513	617	0
21513	618	0
21513	619	0
21513	620	0
21513	621	0
21513	622	0
21513	701	0
21513	702	0
21513	703	0
21513	704	0
21513	705	0
21513	801	0
21513	802	0
21513	803	0
21513	804	0
21513	805	0
21513	806	0
21513	807	0
21513	901	0
21513	902	0
21513	903	0
21513	904	0
21513	905	0
21513	906	0
21513	907	0
21513	908	0
21513	909	0
21513	910	0
21513	911	0
21513	912	0
21513	913	0
21513	914	0
21513	915	0
21513	1001	0
21513	1002	0
21513	1003	0
21513	1004	0
21513	1005	0
21513	1006	0
21513	1007	0
21513	1101	0
21513	1102	0
21513	1103	0
21513	1104	0
21513	1105	0
21513	1106	0
21513	1107	0
21513	1108	0
21513	1109	0
21513	1110	0
21513	1111	0
21513	1112	0
21513	1113	0
21513	1114	0
21513	1115	0
21513	1116	0
21513	1117	0
21513	1118	0
21513	1119	0
21513	1201	0
21513	1202	0
21513	1203	0
21513	1204	0
21513	1205	0
21513	1206	0
21513	1207	0
21513	1208	0
21513	1209	0
21513	1210	0
21513	1211	0
21513	1301	0
21513	1302	0
21513	1303	0
21513	1304	0
21513	1305	0
21513	1306	0
21513	1307	0
21513	1308	0
21513	1309	0
21513	1310	0
21513	1311	0
21513	1312	0
21513	1313	0
21513	1314	0
21513	1315	0
21513	1401	0
21513	1402	0
21513	1403	0
21513	1404	0
21513	1405	0
21513	1406	0
21513	1407	0
21513	1408	0
21513	1501	0
21513	1502	0
21513	1503	0
21513	1504	0
21513	1505	0
21513	1506	0
21513	1507	0
21513	1508	0
21513	1509	0
21513	1510	0
21513	1511	0
21513	1512	0
21513	1513	0
21513	1514	0
21513	1515	0
21513	1516	0
21513	1517	0
21513	1518	0
21513	1519	0
21513	1520	0
21513	1521	0
21513	1522	0
21513	1523	0
21513	1524	0
21513	1525	0
21513	1526	0
21513	1527	0
21513	1528	0
21513	1601	0
21513	1602	0
21513	1603	0
21513	1604	0
21513	1605	0
21513	1606	0
21513	1607	0
21513	1608	0
21513	1609	0
21513	1610	0
21513	1611	0
21513	1612	0
21513	1613	0
21513	1614	0
21513	1615	0
21513	1616	0
21513	1617	0
21513	1701	0
21513	1702	0
21513	1703	0
21513	1704	0
21513	1705	0
21513	1706	0
21513	1707	0
21513	1801	1
21513	1802	0
21513	1803	0
21513	1804	0
21513	1805	0
21513	1806	0
21513	1807	0
