ampl.tab 2 1
Settlements	DistrictCourts	D
1931	3211	0
1931	3212	0
1931	3213	0
1931	3301	0
1931	3302	0
1931	3303	0
1931	3304	0
1931	3305	0
1931	3306	0
1931	3307	0
1931	3308	0
1931	3309	0
1931	3310	0
1931	3311	0
1931	3312	0
1931	3313	0
1931	3314	0
1931	3315	0
1931	3316	0
1931	3401	0
1931	3402	0
1931	3403	0
1931	3404	0
1931	3405	0
4187	0	0
4187	101	0
4187	102	0
4187	103	0
4187	104	0
4187	105	0
4187	106	0
4187	107	0
4187	108	0
4187	109	0
4187	110	0
4187	111	0
4187	112	0
4187	113	0
4187	114	0
4187	115	0
4187	201	0
4187	202	0
4187	203	0
4187	204	0
4187	205	0
4187	206	0
4187	207	0
4187	301	0
4187	302	0
4187	303	0
4187	304	0
4187	305	0
4187	306	0
4187	307	0
4187	308	0
4187	309	0
4187	310	0
4187	401	0
4187	402	0
4187	403	0
4187	404	0
4187	405	0
4187	406	0
4187	407	0
4187	408	0
4187	409	0
4187	501	0
4187	502	0
4187	503	0
4187	504	0
4187	505	0
4187	506	0
4187	507	0
4187	601	0
4187	602	0
4187	603	0
4187	604	0
4187	605	0
4187	606	0
4187	607	0
4187	608	0
4187	609	0
4187	610	0
4187	611	0
4187	612	0
4187	613	0
4187	614	0
4187	615	0
4187	616	0
4187	617	0
4187	618	0
4187	619	0
4187	620	0
4187	621	0
4187	622	0
4187	701	0
4187	702	0
4187	703	0
4187	704	0
4187	705	0
4187	801	0
4187	802	0
4187	803	0
4187	804	0
4187	805	0
4187	806	0
4187	807	0
4187	901	0
4187	902	0
4187	903	0
4187	904	0
4187	905	0
4187	906	0
4187	907	0
4187	908	0
4187	909	0
4187	910	0
4187	911	0
4187	912	0
4187	913	0
4187	914	0
4187	915	0
4187	1001	0
4187	1002	0
4187	1003	0
4187	1004	0
4187	1005	0
4187	1006	0
4187	1007	0
4187	1101	0
4187	1102	0
4187	1103	0
4187	1104	0
4187	1105	0
4187	1106	0
4187	1107	0
4187	1108	0
4187	1109	0
4187	1110	0
4187	1111	0
4187	1112	0
4187	1113	0
4187	1114	0
4187	1115	0
4187	1116	0
4187	1117	0
4187	1118	0
4187	1119	0
4187	1201	0
4187	1202	0
4187	1203	0
4187	1204	0
4187	1205	0
4187	1206	0
4187	1207	0
4187	1208	0
4187	1209	0
4187	1210	0
4187	1211	0
4187	1301	0
4187	1302	0
4187	1303	0
4187	1304	0
4187	1305	0
4187	1306	0
4187	1307	0
4187	1308	0
4187	1309	0
4187	1310	0
4187	1311	0
4187	1312	0
4187	1313	0
4187	1314	0
4187	1315	0
4187	1401	0
4187	1402	0
4187	1403	0
4187	1404	0
4187	1405	0
4187	1406	0
4187	1407	0
4187	1408	0
4187	1501	0
4187	1502	0
4187	1503	0
4187	1504	0
4187	1505	0
4187	1506	0
4187	1507	0
4187	1508	0
4187	1509	0
4187	1510	0
4187	1511	0
4187	1512	0
4187	1513	0
4187	1514	0
4187	1515	0
4187	1516	0
4187	1517	0
4187	1518	0
4187	1519	0
4187	1520	0
4187	1521	0
4187	1522	0
4187	1523	0
4187	1524	0
4187	1525	0
4187	1526	0
4187	1527	0
4187	1528	0
4187	1601	0
4187	1602	0
4187	1603	0
4187	1604	0
4187	1605	0
4187	1606	0
4187	1607	0
4187	1608	0
4187	1609	0
4187	1610	0
4187	1611	0
4187	1612	0
4187	1613	0
4187	1614	0
4187	1615	0
4187	1616	0
4187	1617	0
4187	1701	0
4187	1702	0
4187	1703	0
4187	1704	0
4187	1705	0
4187	1706	0
4187	1707	0
4187	1801	0
4187	1802	0
4187	1803	0
4187	1804	0
4187	1805	0
4187	1806	0
4187	1807	0
4187	1808	0
4187	1809	0
4187	1810	0
4187	1812	0
4187	1813	0
4187	1814	0
4187	1815	0
4187	1816	0
4187	1901	0
4187	1902	0
4187	1903	0
4187	1904	0
4187	1905	0
4187	1906	0
4187	1907	0
4187	2001	0
4187	2002	0
4187	2003	0
4187	2004	0
4187	2005	0
4187	2006	0
4187	2007	0
4187	2101	0
4187	2102	0
4187	2103	0
4187	2104	0
4187	2105	0
4187	2106	0
4187	2107	0
4187	2108	0
4187	2109	0
4187	2110	0
4187	2201	0
4187	2202	0
4187	2203	0
4187	2204	0
4187	2205	0
4187	2206	0
4187	2207	0
4187	2208	0
4187	2209	0
4187	2301	0
4187	2302	0
4187	2303	0
4187	2304	0
4187	2305	0
4187	2401	0
4187	2402	0
4187	2403	0
4187	2404	0
4187	2405	0
4187	2406	0
4187	2407	0
4187	2408	0
4187	2409	0
4187	2410	0
4187	2411	0
4187	2501	0
4187	2502	0
4187	2503	0
4187	2504	0
4187	2505	0
4187	2506	0
4187	2507	0
4187	2508	0
4187	2509	0
4187	2510	0
4187	2511	0
4187	2512	0
4187	2513	0
4187	2514	0
4187	2515	0
4187	2516	0
4187	2517	0
4187	2518	0
4187	2519	0
4187	2601	0
4187	2602	0
4187	2603	0
4187	2604	0
4187	2605	0
4187	2606	0
4187	2607	0
4187	2608	0
4187	2609	0
4187	2610	0
4187	2611	0
4187	2612	0
4187	2613	0
4187	2701	0
4187	2702	0
4187	2703	0
4187	2704	0
4187	2705	0
4187	2706	0
4187	2707	0
4187	2708	0
4187	2709	0
4187	2710	0
4187	2711	0
4187	2801	0
4187	2802	0
4187	2803	0
4187	2804	0
4187	2805	0
4187	2806	0
4187	2807	0
4187	2808	0
4187	2809	0
4187	2810	0
4187	2811	0
4187	2812	0
4187	2813	0
4187	2814	0
4187	2901	0
4187	2902	0
4187	2903	0
4187	2904	0
4187	2905	0
4187	2906	0
4187	2907	0
4187	3001	0
4187	3002	1
4187	3003	0
4187	3004	0
4187	3005	0
4187	3006	0
4187	3007	0
4187	3008	0
4187	3009	0
4187	3010	0
4187	3011	0
4187	3012	0
4187	3013	0
4187	3014	0
4187	3015	0
4187	3016	0
4187	3101	0
4187	3102	0
4187	3103	0
4187	3104	0
4187	3105	0
4187	3106	0
4187	3107	0
4187	3108	0
4187	3109	0
4187	3110	0
4187	3111	0
4187	3201	0
4187	3202	0
4187	3203	0
4187	3204	0
4187	3205	0
4187	3206	0
4187	3207	0
4187	3208	0
4187	3209	0
4187	3210	0
4187	3211	0
4187	3212	0
4187	3213	0
4187	3301	0
4187	3302	0
4187	3303	0
4187	3304	0
4187	3305	0
4187	3306	0
4187	3307	0
4187	3308	0
4187	3309	0
4187	3310	0
4187	3311	0
4187	3312	0
4187	3313	0
4187	3314	0
4187	3315	0
4187	3316	0
4187	3401	0
4187	3402	0
4187	3403	0
4187	3404	0
4187	3405	0
5344	0	0
5344	101	0
5344	102	0
5344	103	0
5344	104	0
5344	105	0
5344	106	0
5344	107	0
5344	108	0
5344	109	0
5344	110	0
5344	111	0
5344	112	0
5344	113	0
5344	114	0
5344	115	0
5344	201	0
5344	202	0
5344	203	0
5344	204	0
5344	205	0
5344	206	0
5344	207	0
5344	301	0
5344	302	0
5344	303	0
5344	304	0
5344	305	0
5344	306	0
5344	307	0
5344	308	0
5344	309	0
5344	310	0
5344	401	0
5344	402	0
5344	403	0
5344	404	0
5344	405	0
5344	406	0
5344	407	0
5344	408	0
5344	409	0
5344	501	0
5344	502	0
5344	503	0
5344	504	0
5344	505	0
5344	506	0
5344	507	0
5344	601	0
5344	602	0
5344	603	0
5344	604	0
5344	605	0
5344	606	0
5344	607	0
5344	608	0
5344	609	0
5344	610	0
5344	611	0
5344	612	0
5344	613	0
5344	614	0
5344	615	0
5344	616	0
5344	617	0
5344	618	0
5344	619	0
5344	620	0
5344	621	0
5344	622	0
5344	701	0
5344	702	0
5344	703	0
5344	704	0
5344	705	0
5344	801	0
5344	802	0
5344	803	0
5344	804	0
5344	805	0
5344	806	0
5344	807	0
5344	901	0
5344	902	0
5344	903	0
5344	904	0
5344	905	0
5344	906	0
5344	907	0
5344	908	0
5344	909	0
5344	910	0
5344	911	0
5344	912	0
5344	913	0
5344	914	0
5344	915	0
5344	1001	0
5344	1002	0
5344	1003	0
5344	1004	0
5344	1005	0
5344	1006	0
5344	1007	0
5344	1101	0
5344	1102	0
5344	1103	0
5344	1104	0
5344	1105	0
5344	1106	0
5344	1107	0
5344	1108	0
5344	1109	0
5344	1110	0
5344	1111	0
5344	1112	0
5344	1113	0
5344	1114	0
5344	1115	0
5344	1116	0
5344	1117	0
5344	1118	0
5344	1119	0
5344	1201	0
5344	1202	0
5344	1203	0
5344	1204	0
5344	1205	0
5344	1206	0
5344	1207	0
5344	1208	0
5344	1209	0
5344	1210	0
5344	1211	0
5344	1301	0
5344	1302	0
5344	1303	0
5344	1304	0
5344	1305	0
5344	1306	0
5344	1307	0
5344	1308	0
5344	1309	0
5344	1310	0
5344	1311	0
5344	1312	0
5344	1313	0
5344	1314	0
5344	1315	0
5344	1401	0
5344	1402	0
5344	1403	0
5344	1404	0
5344	1405	0
5344	1406	0
5344	1407	0
5344	1408	0
5344	1501	0
5344	1502	0
5344	1503	0
5344	1504	0
5344	1505	0
5344	1506	0
5344	1507	0
5344	1508	0
5344	1509	0
5344	1510	0
5344	1511	0
5344	1512	0
5344	1513	0
5344	1514	0
5344	1515	0
5344	1516	0
5344	1517	0
5344	1518	0
5344	1519	0
5344	1520	0
5344	1521	0
5344	1522	0
5344	1523	0
5344	1524	0
5344	1525	0
5344	1526	0
5344	1527	0
5344	1528	0
5344	1601	0
5344	1602	0
5344	1603	0
5344	1604	0
5344	1605	0
5344	1606	0
5344	1607	0
5344	1608	0
5344	1609	0
5344	1610	0
5344	1611	0
5344	1612	0
5344	1613	0
5344	1614	0
5344	1615	0
5344	1616	0
5344	1617	0
5344	1701	0
5344	1702	0
5344	1703	0
5344	1704	0
5344	1705	0
5344	1706	0
5344	1707	0
5344	1801	0
5344	1802	0
5344	1803	0
5344	1804	0
5344	1805	0
5344	1806	0
5344	1807	0
5344	1808	0
5344	1809	0
5344	1810	0
5344	1812	0
5344	1813	0
5344	1814	0
5344	1815	0
5344	1816	0
5344	1901	0
5344	1902	0
5344	1903	0
5344	1904	0
5344	1905	0
5344	1906	0
5344	1907	0
5344	2001	0
5344	2002	0
5344	2003	0
5344	2004	0
5344	2005	0
5344	2006	0
5344	2007	0
5344	2101	0
5344	2102	0
5344	2103	0
5344	2104	0
5344	2105	0
5344	2106	0
5344	2107	0
5344	2108	0
5344	2109	0
5344	2110	0
5344	2201	0
5344	2202	0
5344	2203	0
5344	2204	0
5344	2205	0
5344	2206	0
5344	2207	0
5344	2208	0
5344	2209	0
5344	2301	0
5344	2302	0
5344	2303	0
5344	2304	0
5344	2305	0
5344	2401	0
5344	2402	0
5344	2403	0
5344	2404	0
5344	2405	0
5344	2406	0
5344	2407	0
5344	2408	0
5344	2409	0
5344	2410	0
5344	2411	0
5344	2501	0
5344	2502	0
5344	2503	0
5344	2504	0
5344	2505	0
5344	2506	0
5344	2507	0
5344	2508	0
5344	2509	0
5344	2510	0
5344	2511	0
5344	2512	0
5344	2513	0
5344	2514	0
5344	2515	0
5344	2516	0
5344	2517	0
5344	2518	0
5344	2519	0
5344	2601	0
5344	2602	0
5344	2603	0
5344	2604	0
5344	2605	0
5344	2606	0
5344	2607	0
5344	2608	0
5344	2609	0
5344	2610	0
5344	2611	0
5344	2612	0
5344	2613	0
5344	2701	0
5344	2702	0
5344	2703	0
5344	2704	0
5344	2705	0
5344	2706	0
5344	2707	0
5344	2708	0
5344	2709	0
5344	2710	0
5344	2711	0
5344	2801	0
5344	2802	0
5344	2803	0
5344	2804	0
5344	2805	0
5344	2806	0
5344	2807	0
5344	2808	0
5344	2809	0
5344	2810	0
5344	2811	0
5344	2812	0
5344	2813	0
5344	2814	0
5344	2901	0
5344	2902	0
5344	2903	0
5344	2904	0
5344	2905	0
5344	2906	0
5344	2907	0
5344	3001	0
5344	3002	0
5344	3003	0
5344	3004	0
5344	3005	0
5344	3006	0
5344	3007	0
5344	3008	0
5344	3009	0
5344	3010	0
5344	3011	0
5344	3012	0
5344	3013	0
5344	3014	0
5344	3015	0
5344	3016	0
5344	3101	0
5344	3102	0
5344	3103	0
5344	3104	0
5344	3105	0
5344	3106	0
5344	3107	0
5344	3108	0
5344	3109	0
5344	3110	0
5344	3111	0
5344	3201	1
5344	3202	0
5344	3203	0
5344	3204	0
5344	3205	0
5344	3206	0
5344	3207	0
5344	3208	0
5344	3209	0
5344	3210	0
5344	3211	0
5344	3212	0
5344	3213	0
5344	3301	0
5344	3302	0
5344	3303	0
5344	3304	0
5344	3305	0
5344	3306	0
5344	3307	0
5344	3308	0
5344	3309	0
5344	3310	0
5344	3311	0
5344	3312	0
5344	3313	0
5344	3314	0
5344	3315	0
5344	3316	0
5344	3401	0
5344	3402	0
5344	3403	0
5344	3404	0
5344	3405	0
5358	0	0
5358	101	0
5358	102	0
5358	103	0
5358	104	0
5358	105	0
5358	106	0
5358	107	0
5358	108	0
5358	109	0
5358	110	0
5358	111	0
5358	112	0
5358	113	0
5358	114	0
5358	115	0
5358	201	0
5358	202	0
5358	203	0
5358	204	0
5358	205	0
5358	206	0
5358	207	0
5358	301	0
5358	302	0
5358	303	0
5358	304	0
5358	305	0
5358	306	0
5358	307	0
5358	308	0
5358	309	0
5358	310	0
5358	401	0
5358	402	0
5358	403	0
5358	404	0
5358	405	0
5358	406	0
5358	407	0
5358	408	0
5358	409	0
5358	501	0
5358	502	0
5358	503	0
5358	504	0
5358	505	0
5358	506	0
5358	507	0
5358	601	0
5358	602	0
5358	603	0
5358	604	0
5358	605	0
5358	606	0
5358	607	0
5358	608	0
5358	609	0
5358	610	0
5358	611	0
5358	612	0
5358	613	0
5358	614	0
5358	615	0
5358	616	0
5358	617	0
5358	618	0
5358	619	0
5358	620	0
5358	621	0
5358	622	0
5358	701	0
5358	702	0
5358	703	0
5358	704	0
5358	705	0
5358	801	0
5358	802	0
5358	803	0
5358	804	0
5358	805	0
5358	806	0
5358	807	0
5358	901	0
5358	902	0
5358	903	0
5358	904	0
5358	905	0
5358	906	0
5358	907	0
5358	908	0
5358	909	0
5358	910	0
5358	911	0
5358	912	0
5358	913	0
5358	914	0
5358	915	0
5358	1001	0
5358	1002	0
5358	1003	0
5358	1004	0
5358	1005	0
5358	1006	0
5358	1007	0
5358	1101	0
5358	1102	0
5358	1103	0
5358	1104	0
5358	1105	0
5358	1106	0
5358	1107	0
5358	1108	0
5358	1109	0
5358	1110	0
5358	1111	0
5358	1112	0
5358	1113	0
5358	1114	0
5358	1115	0
5358	1116	0
5358	1117	0
5358	1118	0
5358	1119	0
5358	1201	0
5358	1202	0
5358	1203	0
5358	1204	0
5358	1205	0
5358	1206	0
5358	1207	0
5358	1208	0
5358	1209	0
5358	1210	0
5358	1211	0
5358	1301	0
5358	1302	0
5358	1303	0
5358	1304	0
5358	1305	0
5358	1306	0
5358	1307	0
5358	1308	0
5358	1309	0
5358	1310	0
5358	1311	0
5358	1312	0
5358	1313	0
5358	1314	0
5358	1315	0
5358	1401	0
5358	1402	0
5358	1403	0
5358	1404	0
5358	1405	0
5358	1406	0
5358	1407	0
5358	1408	0
5358	1501	0
5358	1502	0
5358	1503	0
5358	1504	0
5358	1505	0
5358	1506	0
5358	1507	0
5358	1508	0
5358	1509	0
5358	1510	0
5358	1511	0
5358	1512	0
5358	1513	0
5358	1514	0
5358	1515	0
5358	1516	0
5358	1517	0
5358	1518	0
5358	1519	0
5358	1520	0
5358	1521	0
5358	1522	0
5358	1523	0
5358	1524	0
5358	1525	0
5358	1526	0
5358	1527	0
5358	1528	0
5358	1601	0
5358	1602	0
5358	1603	0
5358	1604	0
5358	1605	0
5358	1606	0
5358	1607	0
5358	1608	0
5358	1609	0
5358	1610	0
5358	1611	0
5358	1612	0
5358	1613	0
5358	1614	0
5358	1615	0
5358	1616	0
5358	1617	0
5358	1701	0
5358	1702	0
5358	1703	0
5358	1704	0
5358	1705	0
5358	1706	0
5358	1707	0
5358	1801	0
5358	1802	0
5358	1803	0
5358	1804	0
5358	1805	0
5358	1806	0
5358	1807	0
5358	1808	0
5358	1809	0
5358	1810	0
5358	1812	0
5358	1813	0
5358	1814	0
5358	1815	0
5358	1816	0
5358	1901	0
5358	1902	0
5358	1903	0
5358	1904	0
5358	1905	0
5358	1906	0
5358	1907	0
5358	2001	0
5358	2002	0
5358	2003	0
5358	2004	0
5358	2005	0
5358	2006	0
5358	2007	0
5358	2101	0
5358	2102	0
5358	2103	0
5358	2104	0
5358	2105	0
5358	2106	0
5358	2107	0
5358	2108	0
5358	2109	0
5358	2110	0
5358	2201	0
5358	2202	0
5358	2203	0
5358	2204	0
5358	2205	0
5358	2206	0
5358	2207	0
5358	2208	0
5358	2209	0
5358	2301	0
5358	2302	0
5358	2303	0
5358	2304	0
5358	2305	0
5358	2401	0
5358	2402	0
5358	2403	0
5358	2404	0
5358	2405	0
5358	2406	0
5358	2407	0
5358	2408	0
5358	2409	0
5358	2410	0
5358	2411	0
5358	2501	0
5358	2502	0
5358	2503	0
5358	2504	0
5358	2505	0
5358	2506	0
5358	2507	0
5358	2508	0
5358	2509	0
5358	2510	0
5358	2511	0
5358	2512	0
5358	2513	0
5358	2514	0
5358	2515	0
5358	2516	0
5358	2517	0
5358	2518	0
5358	2519	0
5358	2601	0
5358	2602	0
5358	2603	0
5358	2604	0
5358	2605	0
5358	2606	0
5358	2607	0
5358	2608	0
5358	2609	0
5358	2610	0
5358	2611	0
5358	2612	0
5358	2613	0
5358	2701	0
5358	2702	0
5358	2703	0
5358	2704	0
5358	2705	0
5358	2706	0
5358	2707	0
5358	2708	0
5358	2709	0
5358	2710	0
5358	2711	0
5358	2801	0
5358	2802	0
5358	2803	0
5358	2804	0
5358	2805	0
5358	2806	0
5358	2807	0
5358	2808	0
5358	2809	0
5358	2810	0
5358	2811	0
5358	2812	0
5358	2813	0
5358	2814	0
5358	2901	0
5358	2902	0
5358	2903	0
5358	2904	0
5358	2905	0
5358	2906	0
5358	2907	0
5358	3001	0
5358	3002	0
5358	3003	0
5358	3004	0
5358	3005	0
5358	3006	0
5358	3007	0
5358	3008	0
5358	3009	0
5358	3010	0
5358	3011	0
5358	3012	0
5358	3013	0
5358	3014	0
5358	3015	0
5358	3016	0
5358	3101	0
5358	3102	0
5358	3103	0
5358	3104	0
5358	3105	0
5358	3106	0
5358	3107	0
5358	3108	0
5358	3109	0
5358	3110	0
5358	3111	0
5358	3201	1
5358	3202	0
5358	3203	0
5358	3204	0
5358	3205	0
5358	3206	0
5358	3207	0
5358	3208	0
5358	3209	0
5358	3210	0
5358	3211	0
5358	3212	0
5358	3213	0
5358	3301	0
5358	3302	0
5358	3303	0
5358	3304	0
5358	3305	0
5358	3306	0
5358	3307	0
5358	3308	0
5358	3309	0
5358	3310	0
5358	3311	0
5358	3312	0
5358	3313	0
5358	3314	0
5358	3315	0
5358	3316	0
5358	3401	0
5358	3402	0
5358	3403	0
5358	3404	0
5358	3405	0
6125	0	0
6125	101	0
6125	102	0
6125	103	0
6125	104	0
6125	105	0
6125	106	0
6125	107	0
6125	108	0
6125	109	0
6125	110	0
6125	111	0
6125	112	0
6125	113	0
6125	114	0
6125	115	0
6125	201	0
6125	202	0
6125	203	0
6125	204	0
6125	205	0
6125	206	0
6125	207	0
6125	301	0
6125	302	0
6125	303	0
6125	304	0
6125	305	0
6125	306	0
6125	307	0
6125	308	0
6125	309	0
6125	310	0
6125	401	0
6125	402	0
6125	403	0
6125	404	0
6125	405	0
6125	406	0
6125	407	0
6125	408	0
6125	409	0
6125	501	0
6125	502	0
6125	503	0
6125	504	0
6125	505	0
6125	506	0
6125	507	0
6125	601	0
6125	602	0
6125	603	0
6125	604	0
6125	605	0
6125	606	0
6125	607	0
6125	608	0
6125	609	0
6125	610	0
6125	611	0
6125	612	0
6125	613	0
6125	614	0
6125	615	0
6125	616	0
6125	617	0
6125	618	0
6125	619	0
6125	620	0
6125	621	0
6125	622	0
6125	701	0
6125	702	0
6125	703	0
6125	704	0
6125	705	0
6125	801	0
6125	802	0
6125	803	0
6125	804	0
6125	805	0
6125	806	0
6125	807	0
6125	901	0
6125	902	0
6125	903	0
6125	904	0
6125	905	0
6125	906	0
6125	907	0
6125	908	0
6125	909	0
6125	910	0
6125	911	0
6125	912	0
6125	913	0
6125	914	0
6125	915	0
6125	1001	0
6125	1002	0
6125	1003	0
6125	1004	0
6125	1005	0
6125	1006	0
6125	1007	0
6125	1101	0
6125	1102	0
6125	1103	0
6125	1104	0
6125	1105	0
6125	1106	0
6125	1107	0
6125	1108	0
6125	1109	0
6125	1110	0
6125	1111	0
6125	1112	0
6125	1113	0
6125	1114	0
6125	1115	0
6125	1116	0
6125	1117	0
6125	1118	0
6125	1119	0
6125	1201	0
6125	1202	0
6125	1203	0
6125	1204	0
6125	1205	0
6125	1206	0
6125	1207	0
6125	1208	0
6125	1209	0
6125	1210	0
6125	1211	0
6125	1301	0
6125	1302	0
6125	1303	0
6125	1304	0
6125	1305	0
6125	1306	0
6125	1307	0
6125	1308	0
6125	1309	0
6125	1310	0
6125	1311	0
6125	1312	0
6125	1313	0
6125	1314	0
6125	1315	0
6125	1401	0
6125	1402	0
6125	1403	0
6125	1404	0
6125	1405	0
6125	1406	0
6125	1407	0
6125	1408	0
6125	1501	0
6125	1502	0
6125	1503	0
6125	1504	0
6125	1505	0
6125	1506	0
6125	1507	0
6125	1508	0
6125	1509	0
6125	1510	0
6125	1511	0
6125	1512	0
6125	1513	0
6125	1514	0
6125	1515	0
6125	1516	0
6125	1517	0
6125	1518	0
6125	1519	0
6125	1520	0
6125	1521	0
6125	1522	0
6125	1523	0
6125	1524	0
6125	1525	0
6125	1526	0
6125	1527	0
6125	1528	0
6125	1601	0
6125	1602	0
6125	1603	0
6125	1604	0
6125	1605	0
6125	1606	0
6125	1607	0
6125	1608	0
6125	1609	0
6125	1610	0
6125	1611	0
6125	1612	0
6125	1613	0
6125	1614	0
6125	1615	0
6125	1616	0
6125	1617	0
6125	1701	0
6125	1702	0
6125	1703	0
6125	1704	0
6125	1705	0
