,OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
7,8,USAID AIDVillageView,KKU-034,,0,KUN-KKU-034,0,Pashto,2,1367.31604,34.62,70.98899999999999,KUN,KKU,Other,1309,Khaskunar,??? ???,Kunar,??? ??,13
8,9,CCI Field Team,KKU-107,,0,KUN-KKU-107,354,Pashto,2,729.4943237000001,34.645,70.8987,KUN,KKU,Pich Korona (2),1309,Khaskunar,??? ???,Kunar,??? ??,13
25014,25015,Yale POP_MASTER,NAR-018,,0,KUN-NAR-018,2616,Nuristani,7,1245.119995,35.2979,71.5326,KUN,NAR,Barikot,1315,Nari,????,Kunar,??? ??,13
25015,25016,Yale POP_MASTER,NAR-028,,0,KUN-NAR-028,1538,Hazaragi,8,1070.384033,35.3035,71.5424,KUN,NAR,Do Kalam,1315,Nari,????,Kunar,??? ??,13
25016,25017,Yale POP_MASTER,NAR-050,,0,KUN-NAR-050,535,Hazaragi,8,1182.9610599999999,35.2842,71.5338,KUN,NAR,Pashangar,1315,Nari,????,Kunar,??? ??,13
25017,25018,USAID AIDVillageView,CDA-001,,0,KUN-CDA-001,0,Nuristani,7,1492.659058,35.0459,70.7185,KUN,CDA,Alanzi,1313,Chapadara,??? ???,Kunar,??? ??,13
25018,25019,Yale POP_MASTER,CDA-016,,0,KUN-CDA-016,91,Nuristani,7,1765.480957,35.0432,70.69,KUN,CDA,Amer Gora,1313,Chapadara,??? ???,Kunar,??? ??,13
25019,25020,Yale POP_MASTER,CDA-017,,0,KUN-CDA-017,175,Nuristani,7,1452.970947,35.0354,70.7138,KUN,CDA,Aranje,1313,Chapadara,??? ???,Kunar,??? ??,13
25020,25021,Yale POP_MASTER,CDA-022,,0,KUN-CDA-022,1276,Nuristani,7,1893.1070559999998,35.001999999999995,70.6464,KUN,CDA,Bar Kor Dar,1313,Chapadara,??? ???,Kunar,??? ??,13
25021,25022,Yale POP_MASTER,CDA-036,,0,KUN-CDA-036,209,Nuristani,7,1626.75,35.0138,70.683,KUN,CDA,Hendo Wana,1313,Chapadara,??? ???,Kunar,??? ??,13
25022,25023,Yale POP_MASTER,CDA-042,,0,KUN-CDA-042,175,Nuristani,7,1651.212036,35.0439,70.6993,KUN,CDA,Khairegul,1313,Chapadara,??? ???,Kunar,??? ??,13
25023,25024,Yale POP_MASTER,CDA-044,,0,KUN-CDA-044,143,Nuristani,7,2079.283936,35.0018,70.6561,KUN,CDA,Koldar,1313,Chapadara,??? ???,Kunar,??? ??,13
25024,25025,Yale POP_MASTER,CDA-048,,0,KUN-CDA-048,483,Nuristani,7,2005.718018,34.9965,70.6431,KUN,CDA,Koz Kor Dar,1313,Chapadara,??? ???,Kunar,??? ??,13
