,OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
1,2,USAID AIDVillageView,MZI-016,,0,KST-MZI-016,0,Pashto,2,1339.345947,33.3175,69.7421,KST,MZI,Nekbal,2605,Mandozayi,????????,Khost,????,26
2,3,USAID AIDVillageView,MZI-005,,0,KST-MZI-005,0,Pashto,2,1314.277954,33.3011,69.7749,KST,MZI,Bar Khankhel,2605,Mandozayi,????????,Khost,????,26
5,6,USAID AIDVillageView,JMN-005,,0,KST-JMN-005,0,Pashto,2,1623.4160160000001,33.6983,70.0807,KST,JMN,Mandeta,2613,Jajimaydan,???? ?????,Khost,????,26
6,7,USAID AIDVillageView,JMN-006,,0,KST-JMN-006,0,Pashto,2,1559.348999,33.6886,70.1071,KST,JMN,Other,2613,Jajimaydan,???? ?????,Khost,????,26
11,12,USAID AIDVillageView,MZI-010,,0,KST-MZI-010,0,Pashto,2,1227.232056,33.3232,69.8555,KST,MZI,Haydarkhel,2605,Mandozayi,????????,Khost,????,26
13,14,USAID AIDVillageView,TNI-010,,0,KST-TNI-010,0,Pashto,2,1290.848999,33.2649,69.8224,KST,TNI,Lalmay,2606,Tani,???,Khost,????,26
14,15,USAID AIDVillageView,TZY-014,,0,KST-TZY-014,0,Pashto,2,931.5507202,33.314,70.2066,KST,TZY,Sadak,2608,Terezayi,??? ????,Khost,????,26
1375,1376,USAID AIDVillageView,GRB-002,,0,KST-GRB-002,0,Pashto,2,1410.713989,33.2037,69.8632,KST,GRB,Lezi Kalay,2607,Gurbuz,????,Khost,????,26
1376,1377,CSO AIMS Villages (ACSOR),GRB-059,,0,KST-GRB-059,180,Pashto,2,1703.689941,33.18105,69.83337,KST,GRB,Doro Khail,2607,Gurbuz,????,Khost,????,26
1377,1378,CSO AIMS Villages (ACSOR),GRB-060,,0,KST-GRB-060,249,Pashto,2,1944.043945,33.13089,69.83012,KST,GRB,Kumake Zan Shora,2607,Gurbuz,????,Khost,????,26
1378,1379,CSO AIMS Villages (ACSOR),GRB-062,,0,KST-GRB-062,472,Pashto,2,1976.902954,33.1534,69.82811,KST,GRB,Shodeka Kalay,2607,Gurbuz,????,Khost,????,26
1379,1380,CSO AIMS Villages (ACSOR),GRB-063,,0,KST-GRB-063,360,Pashto,2,1717.640015,33.18155,69.82816,KST,GRB,Spen Zari,2607,Gurbuz,????,Khost,????,26
1380,1381,CSO AIMS Villages (ACSOR),GRB-064,,0,KST-GRB-064,1109,Pashto,2,1671.090942,33.10952,69.85,KST,GRB,Zan Shora,2607,Gurbuz,????,Khost,????,26
1381,1382,CSO AIMS Villages (ACSOR),GRB-061,,0,KST-GRB-061,113,Pashto,2,1855.094971,33.15309,69.84053,KST,GRB,Magho Lage,2607,Gurbuz,????,Khost,????,26
1382,1383,USAID AIDVillageView,TNI-020,,0,KST-TNI-020,0,Pashto,2,1282.910034,33.2595,69.8312,KST,TNI,Walam Kalay,2606,Tani,???,Khost,????,26
1383,1384,CSO AIMS Villages (ACSOR),TNI-139,,0,KST-TNI-139,62,Pashto,2,1325.045044,33.22167,69.83201,KST,TNI,Yaran Kalay,2606,Tani,???,Khost,????,26
1384,1385,USAID AIDVillageView,TNI-015,,0,KST-TNI-015,0,Pashto,2,1325.609009,33.2209,69.8373,KST,TNI,Mosil Kotkay,2606,Tani,???,Khost,????,26
1385,1386,USAID AIDVillageView,TNI-011,,0,KST-TNI-011,0,Pashto,2,1263.088989,33.2847,69.8265,KST,TNI,Mazarak Kala,2606,Tani,???,Khost,????,26
1386,1387,USAID AIDVillageView,TNI-007,,0,KST-TNI-007,0,Pashto,2,1469.105957,33.2013,69.7708,KST,TNI,Hashem Kot,2606,Tani,???,Khost,????,26
1387,1388,USAID AIDVillageView,TNI-022,,0,KST-TNI-022,0,Pashto,2,1401.186035,33.2052,69.8064,KST,TNI,Wazirgul Kot,2606,Tani,???,Khost,????,26
1388,1389,Yale POP_MASTER,GRB-039,,0,KST-GRB-039,1024,Pashto,2,1269.223999,33.2419,69.882,KST,GRB,Patlan,2607,Gurbuz,????,Khost,????,26
1389,1390,Yale POP_MASTER,TNI-035,,0,KST-TNI-035,304,Pashto,2,1265.878052,33.2655,69.8411,KST,TNI,Eid Gul Kalay,2606,Tani,???,Khost,????,26
1390,1391,Yale POP_MASTER,TNI-083,,0,KST-TNI-083,201,Pashto,2,1721.168945,33.1625,69.7261,KST,TNI,Munda Ta,2606,Tani,???,Khost,????,26
1391,1392,Yale POP_MASTER,TNI-034,,0,KST-TNI-034,466,Pashto,2,1260.86499,33.2749,69.8415,KST,TNI,Eid Akbar,2606,Tani,???,Khost,????,26
1392,1393,Yale POP_MASTER,TNI-100,,0,KST-TNI-100,532,Pashto,2,1265.6970210000002,33.2681,69.8417,KST,TNI,Sayid Kalay,2606,Tani,???,Khost,????,26
1393,1394,Yale POP_MASTER,TNI-029,,0,KST-TNI-029,13,Pashto,2,1458.963013,33.2101,69.7639,KST,TNI,Bukhta Gul,2606,Tani,???,Khost,????,26
1394,1395,Yale POP_MASTER,TNI-031,,0,KST-TNI-031,323,Pashto,2,1266.530029,33.2627,69.8416,KST,TNI,Dayer Malik,2606,Tani,???,Khost,????,26
1395,1396,Yale POP_MASTER,TNI-053,,0,KST-TNI-053,631,Pashto,2,1517.3439939999998,33.1961,69.7527,KST,TNI,Khan Mussa Kalay,2606,Tani,???,Khost,????,26
1396,1397,Yale POP_MASTER,TNI-052,,0,KST-TNI-052,144,Pashto,2,1741.7049559999998,33.163000000000004,69.7341,KST,TNI,Khai Sare,2606,Tani,???,Khost,????,26
1397,1398,Yale POP_MASTER,TNI-086,,0,KST-TNI-086,277,Pashto,2,1422.407959,33.2235,69.7695,KST,TNI,Nar Khail,2606,Tani,???,Khost,????,26
1398,1399,Yale POP_MASTER,TNI-098,,0,KST-TNI-098,1248,Pashto,2,1727.266968,33.161,69.7623,KST,TNI,Sari Kalay,2606,Tani,???,Khost,????,26
1399,1400,Yale POP_MASTER,TNI-132,,0,KST-TNI-132,311,Pashto,2,2063.126953,33.1512,69.8008,KST,TNI,Zhawara,2606,Tani,???,Khost,????,26
1400,1401,Yale POP_MASTER,TNI-107,,0,KST-TNI-107,23,Pashto,2,1412.501953,33.208,69.7924,KST,TNI,Shamaly Kala,2606,Tani,???,Khost,????,26
1401,1402,Yale POP_MASTER,TNI-073,,0,KST-TNI-073,428,Pashto,2,1318.531982,33.2653,69.7972,KST,TNI,Meya Khan Kalay,2606,Tani,???,Khost,????,26
22721,22722,USAID AIDVillageView,SPE-003,,0,KST-SPE-003,0,Pashto,2,2124.929932,33.0466,69.5,KST,SPE,Kochon,2611,Spera,?????,Khost,????,26
22722,22723,USAID AIDVillageView,SPE-007,,0,KST-SPE-007,0,Pashto,2,2115.211914,33.036,69.5045,KST,SPE,Paca Mela,2611,Spera,?????,Khost,????,26
22723,22724,USAID AIDVillageView,SPE-012,,0,KST-SPE-012,0,Pashto,2,2113.853027,33.0362,69.4962,KST,SPE,Wrice,2611,Spera,?????,Khost,????,26
22742,22743,Yale POP_MASTER,SPE-024,,0,KST-SPE-024,3979,Pashto,2,2827.856934,33.0574,69.4034,KST,SPE,Dara Gali,2611,Spera,?????,Khost,????,26
22743,22744,Yale POP_MASTER,SPE-035,,0,KST-SPE-035,309,Pashto,2,2397.302002,33.0744,69.4405,KST,SPE,Kala Kalay,2611,Spera,?????,Khost,????,26
22830,22831,Yale POP_MASTER,SPE-016,,0,KST-SPE-016,41,Pashto,2,2437.1489260000003,33.1112,69.4232,KST,SPE,Badam,2611,Spera,?????,Khost,????,26
22831,22832,Yale POP_MASTER,SPE-020,,0,KST-SPE-020,823,Pashto,2,2443.9580079999996,33.0963,69.4152,KST,SPE,Bazi Kon,2611,Spera,?????,Khost,????,26
22832,22833,Yale POP_MASTER,SPE-027,,0,KST-SPE-027,196,Pashto,2,2469.478027,33.1053,69.4249,KST,SPE,Ghojra,2611,Spera,?????,Khost,????,26
22833,22834,Yale POP_MASTER,SPE-051,,0,KST-SPE-051,265,Pashto,2,1979.765991,33.1705,69.4073,KST,SPE,Mulkey Kalay,2611,Spera,?????,Khost,????,26
22834,22835,Yale POP_MASTER,SPE-055,,0,KST-SPE-055,228,Pashto,2,2223.10791,33.1841,69.3958,KST,SPE,Remro,2611,Spera,?????,Khost,????,26
22835,22836,Yale POP_MASTER,SPE-070,,0,KST-SPE-070,151,Pashto,2,2216.3798829999996,33.1626,69.4119,KST,SPE,Wari Kalay (2),2611,Spera,?????,Khost,????,26
22889,22890,USAID AIDVillageView,SPE-001,,0,KST-SPE-001,0,Pashto,2,2123.0830079999996,33.1202,69.4888,KST,SPE,Afdzal Kala,2611,Spera,?????,Khost,????,26
22890,22891,USAID AIDVillageView,SPE-002,,0,KST-SPE-002,0,Pashto,2,2239.395996,33.1254,69.4482,KST,SPE,Dand,2611,Spera,?????,Khost,????,26
22891,22892,USAID AIDVillageView,SPE-004,,0,KST-SPE-004,0,Pashto,2,2137.3129879999997,33.1125,69.4725,KST,SPE,Magar,2611,Spera,?????,Khost,????,26
22892,22893,USAID AIDVillageView,SPE-005,,0,KST-SPE-005,0,Pashto,2,1799.6669920000002,33.1736,69.5211,KST,SPE,Mana,2611,Spera,?????,Khost,????,26
22893,22894,USAID AIDVillageView,SPE-008,,0,KST-SPE-008,0,Pashto,2,2380.318115,33.114000000000004,69.57,KST,SPE,Spalkin,2611,Spera,?????,Khost,????,26
22894,22895,USAID AIDVillageView,SPE-009,,0,KST-SPE-009,0,Pashto,2,2227.623047,33.068000000000005,69.5127,KST,SPE,Sra Kanda,2611,Spera,?????,Khost,????,26
22895,22896,USAID AIDVillageView,SPE-010,,0,KST-SPE-010,0,Pashto,2,2026.06897,33.1247,69.4869,KST,SPE,Tit Kala,2611,Spera,?????,Khost,????,26
22896,22897,USAID AIDVillageView,SPE-011,,0,KST-SPE-011,0,Pashto,2,2260.280029,33.1292,69.4572,KST,SPE,Wasti,2611,Spera,?????,Khost,????,26
22897,22898,CSO AIMS Villages (ACSOR),SPE-013,,0,KST-SPE-013,585,Pashto,2,1646.418945,33.22483,69.54476,KST,SPE,Kotaki,2611,Spera,?????,Khost,????,26
22898,22899,CSO AIMS Villages (ACSOR),TNI-137,,0,KST-TNI-137,361,Pashto,2,2046.245972,33.12968,69.67358,KST,TNI,Stera Khera,2606,Tani,???,Khost,????,26
22899,22900,USAID AIDVillageView,TNI-021,,0,KST-TNI-021,0,Pashto,2,2292.177979,33.119,69.6083,KST,TNI,Warije,2606,Tani,???,Khost,????,26
22900,22901,CSO AIMS Villages (ACSOR),TNI-138,,0,KST-TNI-138,1320,Pashto,2,2227.36499,33.10791,69.64708,KST,TNI,Stera Mana,2606,Tani,???,Khost,????,26
22901,22902,USAID AIDVillageView,TNI-012,,0,KST-TNI-012,0,Pashto,2,1946.4940190000002,33.1394,69.6744,KST,TNI,Mecyanga,2606,Tani,???,Khost,????,26
22902,22903,Yale POP_MASTER,SPE-014,,0,KST-SPE-014,581,Pashto,2,2030.540039,33.1881,69.5455,KST,SPE,Afzal Khail,2611,Spera,?????,Khost,????,26
22903,22904,Yale POP_MASTER,SPE-015,,0,KST-SPE-015,451,Pashto,2,1965.968018,33.1364,69.5034,KST,SPE,Azar Khail,2611,Spera,?????,Khost,????,26
22904,22905,Yale POP_MASTER,SPE-017,,0,KST-SPE-017,243,Pashto,2,2258.970947,33.1225,69.4459,KST,SPE,Balay,2611,Spera,?????,Khost,????,26
22905,22906,Yale POP_MASTER,SPE-018,,0,KST-SPE-018,729,Pashto,2,1782.9520260000002,33.1998,69.4786,KST,SPE,Bashing Kalay,2611,Spera,?????,Khost,????,26
22906,22907,Yale POP_MASTER,SPE-019,,0,KST-SPE-019,738,Pashto,2,1818.9940190000002,33.1956,69.4617,KST,SPE,Baze Kalay,2611,Spera,?????,Khost,????,26
22907,22908,Yale POP_MASTER,SPE-021,,0,KST-SPE-021,150,Pashto,2,2152.2080079999996,33.1026,69.4681,KST,SPE,Daila Ragha,2611,Spera,?????,Khost,????,26
22908,22909,Yale POP_MASTER,SPE-022,,0,KST-SPE-022,86,Pashto,2,2185.563965,33.1306,69.4662,KST,SPE,Dand Kalay,2611,Spera,?????,Khost,????,26
22909,22910,Yale POP_MASTER,SPE-023,,0,KST-SPE-023,365,Pashto,2,1686.073975,33.2213,69.5374,KST,SPE,Dandage,2611,Spera,?????,Khost,????,26
22910,22911,Yale POP_MASTER,SPE-026,,0,KST-SPE-026,1149,Pashto,2,1815.0959469999998,33.1998,69.5136,KST,SPE,Espera Kalay,2611,Spera,?????,Khost,????,26
22911,22912,Yale POP_MASTER,SPE-028,,0,KST-SPE-028,1005,Pashto,2,1800.359009,33.1953,69.4705,KST,SPE,Ghorma,2611,Spera,?????,Khost,????,26
22912,22913,Yale POP_MASTER,SPE-029,,0,KST-SPE-029,263,Pashto,2,1823.718994,33.1847,69.5154,KST,SPE,Ghorwa Kashte,2611,Spera,?????,Khost,????,26
22913,22914,Yale POP_MASTER,SPE-030,,0,KST-SPE-030,356,Pashto,2,1970.1860350000002,33.161,69.5464,KST,SPE,Hawas Khail,2611,Spera,?????,Khost,????,26
22914,22915,Yale POP_MASTER,SPE-031,,0,KST-SPE-031,450,Pashto,2,2312.592041,33.1152,69.5473,KST,SPE,Jangi Kalay,2611,Spera,?????,Khost,????,26
22915,22916,Yale POP_MASTER,SPE-032,,0,KST-SPE-032,166,Pashto,2,2093.344971,33.171,69.4302,KST,SPE,Kabul Shahi Kalay,2611,Spera,?????,Khost,????,26
22916,22917,Yale POP_MASTER,SPE-033,,0,KST-SPE-033,239,Pashto,2,2068.0310059999997,33.1426,69.5488,KST,SPE,Kak Kalay,2611,Spera,?????,Khost,????,26
22917,22918,Yale POP_MASTER,SPE-034,,0,KST-SPE-034,648,Pashto,2,1890.760986,33.184,69.4284,KST,SPE,Kala,2611,Spera,?????,Khost,????,26
22918,22919,Yale POP_MASTER,SPE-036,,0,KST-SPE-036,179,Pashto,2,1781.7130129999998,33.201,69.4845,KST,SPE,Kana,2611,Spera,?????,Khost,????,26
22919,22920,Yale POP_MASTER,SPE-037,,0,KST-SPE-037,219,Pashto,2,1861.2249760000002,33.1905,69.4411,KST,SPE,Kata Sari,2611,Spera,?????,Khost,????,26
22920,22921,Yale POP_MASTER,SPE-038,,0,KST-SPE-038,248,Pashto,2,2039.3459469999998,33.1974,69.5279,KST,SPE,Kekha,2611,Spera,?????,Khost,????,26
22921,22922,Yale POP_MASTER,SPE-039,,0,KST-SPE-039,343,Pashto,2,1732.3659670000002,33.2072,69.5177,KST,SPE,Keyan Khailo Kott Markaz Wolluswaly,2611,Spera,?????,Khost,????,26
22922,22923,Yale POP_MASTER,SPE-040,,0,KST-SPE-040,1173,Pashto,2,2295.205078,33.1198,69.4405,KST,SPE,Khan Kalay,2611,Spera,?????,Khost,????,26
22923,22924,Yale POP_MASTER,SPE-041,,0,KST-SPE-041,651,Pashto,2,1756.7709960000002,33.2045,69.4922,KST,SPE,Khar Gori,2611,Spera,?????,Khost,????,26
22924,22925,Yale POP_MASTER,SPE-042,,0,KST-SPE-042,680,Pashto,2,1922.875,33.1767,69.5408,KST,SPE,Khatan Khail Janger Kalay,2611,Spera,?????,Khost,????,26
22925,22926,Yale POP_MASTER,SPE-043,,0,KST-SPE-043,40,Pashto,2,1919.0209960000002,33.1793,69.4197,KST,SPE,Khost Khail,2611,Spera,?????,Khost,????,26
22926,22927,Yale POP_MASTER,SPE-044,,0,KST-SPE-044,451,Pashto,2,1970.560059,33.2289,69.5298,KST,SPE,Kowanda Khail,2611,Spera,?????,Khost,????,26
22927,22928,Yale POP_MASTER,SPE-045,,0,KST-SPE-045,275,Pashto,2,2170.408936,33.131,69.5554,KST,SPE,Kunda Kalay,2611,Spera,?????,Khost,????,26
22928,22929,Yale POP_MASTER,SPE-046,,0,KST-SPE-046,955,Pashto,2,2119.5271,33.1331,69.5471,KST,SPE,Lahoree,2611,Spera,?????,Khost,????,26
22929,22930,Yale POP_MASTER,SPE-047,,0,KST-SPE-047,426,Pashto,2,1773.781006,33.1935,69.5174,KST,SPE,Lak,2611,Spera,?????,Khost,????,26
22930,22931,Yale POP_MASTER,SPE-048,,0,KST-SPE-048,1027,Pashto,2,2003.584961,33.1544,69.5505,KST,SPE,Makra Mangal,2611,Spera,?????,Khost,????,26
22931,22932,Yale POP_MASTER,SPE-049,,0,KST-SPE-049,228,Pashto,2,1952.744995,33.1471,69.5082,KST,SPE,Mamo Mani,2611,Spera,?????,Khost,????,26
22932,22933,Yale POP_MASTER,SPE-050,,0,KST-SPE-050,350,Pashto,2,1830.46106,33.1657,69.5167,KST,SPE,Mana Kalay,2611,Spera,?????,Khost,????,26
22933,22934,Yale POP_MASTER,SPE-052,,0,KST-SPE-052,1118,Pashto,2,2345.535889,33.1141,69.4327,KST,SPE,Munda Ta Khola,2611,Spera,?????,Khost,????,26
22934,22935,Yale POP_MASTER,SPE-053,,0,KST-SPE-053,199,Pashto,2,2169.0979,33.1225,69.5471,KST,SPE,Pachogi Kalay,2611,Spera,?????,Khost,????,26
22935,22936,Yale POP_MASTER,SPE-054,,0,KST-SPE-054,84,Pashto,2,1696.100952,33.2161,69.5375,KST,SPE,Rage,2611,Spera,?????,Khost,????,26
