,OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
36552,36553,USAID AIDVillageView,STL-001,,0,PJR-STL-001,0,Dari,1,2105.2270510000003,35.1998,69.2669,PJR,STL,Andarabisat,802,Shutul,????,Panjsher,??????,8
36553,36554,USAID AIDVillageView,STL-006,,0,PJR-STL-006,0,Dari,1,2069.533936,35.1863,69.2528,PJR,STL,Jananjoy,802,Shutul,????,Panjsher,??????,8
36583,36584,Yale POP_MASTER,STL-014,,0,PJR-STL-014,436,Dari,1,1935.6590579999997,35.1917,69.2623,PJR,STL,Bostan,802,Shutul,????,Panjsher,??????,8
40907,40908,USAID AIDVillageView,STL-004,,0,PJR-STL-004,0,Dari,1,1947.910034,35.1683,69.2704,PJR,STL,Chelana,802,Shutul,????,Panjsher,??????,8
41047,41048,USAID AIDVillageView,ONB-002,,0,PJR-ONB-002,0,Dari,1,2046.953003,35.2161,69.4251,PJR,ONB,Burjyakhel,806,Onaba(Anawa),?????,Panjsher,??????,8
41048,41049,USAID AIDVillageView,ONB-006,,0,PJR-ONB-006,0,Dari,1,1928.456055,35.218,69.3727,PJR,ONB,Mukhtarkhel,806,Onaba(Anawa),?????,Panjsher,??????,8
41049,41050,USAID AIDVillageView,ONB-007,,0,PJR-ONB-007,0,Dari,1,1988.7569579999997,35.2347,69.3446,PJR,ONB,Qala Miramshah,806,Onaba(Anawa),?????,Panjsher,??????,8
41050,41051,Yale POP_MASTER,ONB-010,,0,PJR-ONB-010,152,Dari,1,1850.70105,35.2128,69.36399999999999,PJR,ONB,Bad Kham,806,Onaba(Anawa),?????,Panjsher,??????,8
41051,41052,Yale POP_MASTER,ONB-011,,0,PJR-ONB-011,318,Dari,1,2177.668945,35.2172,69.4038,PJR,ONB,Bar Jani Khail,806,Onaba(Anawa),?????,Panjsher,??????,8
41052,41053,Yale POP_MASTER,ONB-012,,0,PJR-ONB-012,361,Dari,1,2003.012939,35.1973,69.3663,PJR,ONB,Baygara,806,Onaba(Anawa),?????,Panjsher,??????,8
41053,41054,Yale POP_MASTER,ONB-013,,0,PJR-ONB-013,383,Dari,1,1974.1309809999998,35.2023,69.3711,PJR,ONB,Dahi Sorkh,806,Onaba(Anawa),?????,Panjsher,??????,8
41054,41055,Yale POP_MASTER,ONB-014,,0,PJR-ONB-014,570,Dari,1,2102.75708,35.1961,69.3758,PJR,ONB,Dostum Khail,806,Onaba(Anawa),?????,Panjsher,??????,8
41055,41056,Yale POP_MASTER,ONB-015,,0,PJR-ONB-015,63,Dari,1,1824.843994,35.2138,69.3535,PJR,ONB,Faraj Dakno,806,Onaba(Anawa),?????,Panjsher,??????,8
41056,41057,Yale POP_MASTER,ONB-016,,0,PJR-ONB-016,252,Dari,1,1822.03894,35.2166,69.3611,PJR,ONB,Faraj Mukhtar Khail,806,Onaba(Anawa),?????,Panjsher,??????,8
41057,41058,Yale POP_MASTER,ONB-017,,0,PJR-ONB-017,94,Dari,1,1952.383057,35.2119,69.3514,PJR,ONB,Faraj Mullah Khail,806,Onaba(Anawa),?????,Panjsher,??????,8
41058,41059,Yale POP_MASTER,ONB-018,,0,PJR-ONB-018,409,Dari,1,1952.0909420000003,35.2008,69.3633,PJR,ONB,Faraj Rashid Khail,806,Onaba(Anawa),?????,Panjsher,??????,8
41059,41060,Yale POP_MASTER,ONB-019,,0,PJR-ONB-019,454,Dari,1,2046.713989,35.2097,69.4126,PJR,ONB,Gayem,806,Onaba(Anawa),?????,Panjsher,??????,8
41060,41061,Yale POP_MASTER,ONB-020,,0,PJR-ONB-020,611,Dari,1,2001.5959469999998,35.2271,69.4309,PJR,ONB,Ghalbak Bala,806,Onaba(Anawa),?????,Panjsher,??????,8
41061,41062,Yale POP_MASTER,ONB-023,,0,PJR-ONB-023,225,Dari,1,1940.359009,35.2162,69.418,PJR,ONB,Kanko Daybdi,806,Onaba(Anawa),?????,Panjsher,??????,8
41062,41063,Yale POP_MASTER,ONB-024,,0,PJR-ONB-024,971,Dari,1,2160.269043,35.1966,69.4204,PJR,ONB,Kar,806,Onaba(Anawa),?????,Panjsher,??????,8
41063,41064,Yale POP_MASTER,ONB-026,,0,PJR-ONB-026,268,Dari,1,1725.6109620000002,35.227,69.3659,PJR,ONB,Malikan,806,Onaba(Anawa),?????,Panjsher,??????,8
41064,41065,Yale POP_MASTER,ONB-027,,0,PJR-ONB-027,626,Dari,1,1761.562988,35.2307,69.3565,PJR,ONB,Miram Shah,806,Onaba(Anawa),?????,Panjsher,??????,8
41065,41066,Yale POP_MASTER,ONB-028,,0,PJR-ONB-028,219,Dari,1,1873.5179440000002,35.2095,69.3623,PJR,ONB,Nal Ab,806,Onaba(Anawa),?????,Panjsher,??????,8
41066,41067,Yale POP_MASTER,ONB-029,,0,PJR-ONB-029,952,Dari,1,1883.432983,35.225,69.4085,PJR,ONB,Parsa,806,Onaba(Anawa),?????,Panjsher,??????,8
41067,41068,Yale POP_MASTER,ONB-031,,0,PJR-ONB-031,641,Dari,1,1765.562988,35.2249,69.3726,PJR,ONB,Qalacha,806,Onaba(Anawa),?????,Panjsher,??????,8
