,OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
44,45,Yale POP_MASTER,KRB-163,,0,HRT-KRB-163,1145,Dari,1,822.7476807,35.0585,62.2935,HRT,KRB,Shahr Khalil Sufla,3003,Kushk,????,Hirat,????,30
45,46,Yale POP_MASTER,KRB-055,,0,HRT-KRB-055,649,Pashto,2,818.7020874,35.1916,62.2702,HRT,KRB,Dahana Chap Ghol,3003,Kushk,????,Hirat,????,30
46,47,Yale POP_MASTER,KRB-033,,0,HRT-KRB-033,373,Pashto,2,722.2567749,35.2192,62.2172,HRT,KRB,Bar Jang Haidar Bai,3003,Kushk,????,Hirat,????,30
47,48,Yale POP_MASTER,KRB-110,,0,HRT-KRB-110,2268,Pashto,2,745.5015869,35.1586,62.2849,HRT,KRB,Khowja Jer,3003,Kushk,????,Hirat,????,30
48,49,USAID AIDVillageView,KRB-009,,0,HRT-KRB-009,0,Pashto,2,812.5883789,35.0607,62.3096,HRT,KRB,Puza Aw,3003,Kushk,????,Hirat,????,30
49,50,CSO AIMS Villages (ACSOR),KRB-174,,0,HRT-KRB-174,643,Pashto,2,734.1921997000001,35.08761,62.4412,HRT,KRB,Chah Talkh (1),3003,Kushk,????,Hirat,????,30
51,52,USAID AIDVillageView,KRB-016,,0,HRT-KRB-016,0,Pashto,2,684.3289795,35.2391,62.2808,HRT,KRB,Toraghundi,3003,Kushk,????,Hirat,????,30
52,53,Yale POP_MASTER,KRB-170,,0,HRT-KRB-170,1162,Pashto,2,795.3051757999999,35.0815,62.3136,HRT,KRB,Yak Toot,3003,Kushk,????,Hirat,????,30
53,54,Yale POP_MASTER,KRB-153,,0,HRT-KRB-153,283,Pashto,2,867.8646851,35.0349,62.3105,HRT,KRB,Sang Bar Bala,3003,Kushk,????,Hirat,????,30
54,55,Yale POP_MASTER,KRB-129,,0,HRT-KRB-129,575,Pashto,2,859.2338867000001,35.0554,62.3161,HRT,KRB,Nahr Ali Shahi Popalzaye,3003,Kushk,????,Hirat,????,30
55,56,Yale POP_MASTER,KRB-053,,0,HRT-KRB-053,650,Pashto,2,807.5507812999999,35.0791,62.3028,HRT,KRB,Dahan Doghi Noor Zaiye,3003,Kushk,????,Hirat,????,30
56,57,Yale POP_MASTER,KRB-040,,0,HRT-KRB-040,1162,Pashto,2,890.6630858999999,35.0969,62.3358,HRT,KRB,Chahel Dukhtar Wakil Hassan,3003,Kushk,????,Hirat,????,30
57,58,Yale POP_MASTER,KRB-126,,0,HRT-KRB-126,1006,Dari,1,821.2175903,35.0705,62.4519,HRT,KRB,Mohammad Karim Baik Sufla,3003,Kushk,????,Hirat,????,30
58,59,Yale POP_MASTER,KRB-024,,0,HRT-KRB-024,3245,Pashto,2,717.1508789,35.1174,62.4256,HRT,KRB,Ajraim,3003,Kushk,????,Hirat,????,30
59,60,Yale POP_MASTER,KRB-041,,0,HRT-KRB-041,1976,Pashto,2,808.430481,35.1174,62.3044,HRT,KRB,Chahel Dukhtaran Mir Hamza,3003,Kushk,????,Hirat,????,30
60,61,Yale POP_MASTER,KRB-052,,0,HRT-KRB-052,712,Dari,1,873.9714966,35.1056,62.2987,HRT,KRB,Dahan Doghi Ishaq Zai,3003,Kushk,????,Hirat,????,30
61,62,Yale POP_MASTER,KRB-039,,0,HRT-KRB-039,1047,Pashto,2,851.6663207999999,35.1097,62.3357,HRT,KRB,Chahel Dukhtar Haji Shair Khan,3003,Kushk,????,Hirat,????,30
62,63,Yale POP_MASTER,KRB-166,,0,HRT-KRB-166,503,Pashto,2,798.2581177000001,35.0501,62.4236,HRT,KRB,Shor Baraik,3003,Kushk,????,Hirat,????,30
63,64,Yale POP_MASTER,KRB-117,,0,HRT-KRB-117,427,Pashto,2,756.2255249,35.1174,62.4576,HRT,KRB,Lajaward Majid,3003,Kushk,????,Hirat,????,30
64,65,Yale POP_MASTER,KRB-038,,0,HRT-KRB-038,1171,Pashto,2,775.1768799,35.1269,62.2925,HRT,KRB,Chahel Dukharan Mullator,3003,Kushk,????,Hirat,????,30
65,66,Yale POP_MASTER,KRB-125,,0,HRT-KRB-125,935,Pashto,2,737.3602295,35.0774,62.4253,HRT,KRB,Mohammad Karim Baik Hulya,3003,Kushk,????,Hirat,????,30
66,67,Yale POP_MASTER,ZDJ-025,,0,HRT-ZDJ-025,264,Pashto,2,995.8814697,34.483000000000004,61.7711,HRT,ZDJ,Chah Sawal,3004,Zindajan,???? ???,Hirat,????,30
67,68,Yale POP_MASTER,ZDJ-075,,0,HRT-ZDJ-075,157,Pashto,2,1107.234009,34.6121,61.6967,HRT,ZDJ,Shair Mohammad Agha,3004,Zindajan,???? ???,Hirat,????,30
68,69,Yale POP_MASTER,GHN-052,,0,HRT-GHN-052,390,Pashto,2,1026.7540279999998,34.6048,61.6347,HRT,GHN,Khowja Rashid Khan,3009,Ghoryan,??????,Hirat,????,30
69,70,Yale POP_MASTER,GHN-072,,0,HRT-GHN-072,168,Pashto,2,1124.0429689999999,34.2345,61.6553,HRT,GHN,Shor Abak,3009,Ghoryan,??????,Hirat,????,30
221,222,USAID AIDVillageView,KRB-001,,0,HRT-KRB-001,0,Dari,1,1486.581055,34.7882,62.045,HRT,KRB,Dihi Afzal,3003,Kushk,????,Hirat,????,30
222,223,USAID AIDVillageView,KRB-017,,0,HRT-KRB-017,0,Dari,1,975.3762207000001,34.9341,62.0665,HRT,KRB,Wakil Aziz,3003,Kushk,????,Hirat,????,30
223,224,USAID AIDVillageView,KRB-014,,0,HRT-KRB-014,0,Dari,1,1122.855957,34.8834,62.0089,HRT,KRB,Shaykh Bahlol,3003,Kushk,????,Hirat,????,30
224,225,USAID AIDVillageView,KRB-002,,0,HRT-KRB-002,0,Dari,1,1324.671021,34.7869,62.3295,HRT,KRB,Ja'far Beg Ll,3003,Kushk,????,Hirat,????,30
225,226,USAID AIDVillageView,KRB-011,,0,HRT-KRB-011,0,Dari,1,1456.6130369999998,34.7281,62.1873,HRT,KRB,Qari Sahib,3003,Kushk,????,Hirat,????,30
226,227,USAID AIDVillageView,KRB-005,,0,HRT-KRB-005,0,Dari,1,1264.574951,34.7685,62.1922,HRT,KRB,Khwaja Malal,3003,Kushk,????,Hirat,????,30
227,228,USAID AIDVillageView,KRB-013,,0,HRT-KRB-013,0,Dari,1,1055.342041,34.8991,62.0914,HRT,KRB,Sayfuddin,3003,Kushk,????,Hirat,????,30
228,229,USAID AIDVillageView,KRB-015,,0,HRT-KRB-015,0,Dari,1,750.2327881,35.1522,62.1745,HRT,KRB,Syah Kamar,3003,Kushk,????,Hirat,????,30
229,230,USAID AIDVillageView,INL-015,,0,HRT-INL-015,0,Dari,1,1335.926025,34.6533,62.1039,HRT,INL,Khush Rabat,3002,Injil,?????,Hirat,????,30
230,231,USAID AIDVillageView,GRN-003,,0,HRT-GRN-003,0,Dari,1,1248.2290039999998,34.7703,61.9496,HRT,GRN,Afzal,3008,Gulran,?????,Hirat,????,30
231,232,USAID AIDVillageView,GRN-005,,0,HRT-GRN-005,0,Dari,1,1218.482056,34.8512,61.9985,HRT,GRN,Alla Beg,3008,Gulran,?????,Hirat,????,30
232,233,USAID AIDVillageView,GRN-031,,0,HRT-GRN-031,0,Dari,1,1325.8320310000001,34.7563,61.9369,HRT,GRN,Deh-i-malang,3008,Gulran,?????,Hirat,????,30
233,234,USAID AIDVillageView,GRN-034,,0,HRT-GRN-034,0,Dari,1,1172.901001,34.8653,62.0014,HRT,GRN,Galanakh,3008,Gulran,?????,Hirat,????,30
234,235,USAID AIDVillageView,GRN-051,,0,HRT-GRN-051,0,Dari,1,1269.5269779999999,34.8089,61.9301,HRT,GRN,Karez-i-kushk,3008,Gulran,?????,Hirat,????,30
235,236,USAID AIDVillageView,GRN-060,,0,HRT-GRN-060,0,Dari,1,1305.165039,34.8263,61.9519,HRT,GRN,Kargas Ghal,3008,Gulran,?????,Hirat,????,30
236,237,USAID AIDVillageView,GRN-076,,0,HRT-GRN-076,0,Dari,1,1351.30896,34.8322,62.0112,HRT,GRN,Mula Kajir,3008,Gulran,?????,Hirat,????,30
237,238,USAID AIDVillageView,GRN-080,,0,HRT-GRN-080,0,Dari,1,1214.814941,34.8441,61.9522,HRT,GRN,Qashuriyi Payin,3008,Gulran,?????,Hirat,????,30
664,665,Yale POP_MASTER,OBE-085,,0,HRT-OBE-085,742,Dari,1,1285.387939,34.3691,63.1699,HRT,OBE,Maihal Jan Manjan,3012,Obe,????,Hirat,????,30
665,666,Yale POP_MASTER,OBE-087,,0,HRT-OBE-087,1107,Pashto,2,1321.6879880000001,34.3652,63.2772,HRT,OBE,Maqar Qasir Sanam,3012,Obe,????,Hirat,????,30
666,667,Yale POP_MASTER,OBE-088,,0,HRT-OBE-088,152,Dari,1,1285.115967,34.2662,63.0557,HRT,OBE,Masjed Haqdad Ha,3012,Obe,????,Hirat,????,30
