OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
11288,Yale POP_MASTER,KAR-095,NA,0,DYK-KAR-095,474,Dari,1,2066.556885,33.7826,65.5891,DYK,KAR,Ko Mihir,2203,Khadir,????,Daykundi,???????,22
11289,Yale POP_MASTER,KAR-105,NA,0,DYK-KAR-105,337,Dari,1,2161.975098,33.8158,65.5523,DYK,KAR,Murgha,2203,Khadir,????,Daykundi,???????,22
11290,Yale POP_MASTER,KAR-106,NA,0,DYK-KAR-106,153,Dari,1,2172.021973,33.7505,65.6825,DYK,KAR,Nawak Buzi,2203,Khadir,????,Daykundi,???????,22
11291,Yale POP_MASTER,KAR-112,NA,0,DYK-KAR-112,435,Dari,1,2117.934082,33.8184,65.6649,DYK,KAR,Pashni,2203,Khadir,????,Daykundi,???????,22
11292,Yale POP_MASTER,KAR-113,NA,0,DYK-KAR-113,318,Dari,1,1972.052002,33.7758,65.6826,DYK,KAR,Patang,2203,Khadir,????,Daykundi,???????,22
11293,Yale POP_MASTER,KAR-127,NA,0,DYK-KAR-127,270,Dari,1,2905.927979,33.8512,65.6201,DYK,KAR,Sar Pashni,2203,Khadir,????,Daykundi,???????,22
11294,USAID AIDVillageView,SET-011,NA,0,DYK-SET-011,0,Dari,1,2615.437012,34.1463,65.899,DYK,SET,Gulk Waja,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11296,USAID AIDVillageView,SET-024,NA,0,DYK-SET-024,0,Dari,1,2420.999023,34.0629,65.7619,DYK,SET,Nawdewal,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11297,USAID AIDVillageView,SET-028,NA,0,DYK-SET-028,0,Dari,1,2474.75293,34.0586,65.747,DYK,SET,Naycha,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11298,USAID AIDVillageView,SET-031,NA,0,DYK-SET-031,0,Dari,1,2584.124023,34.1722,65.7869,DYK,SET,Paykotal (2),2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11299,USAID AIDVillageView,SET-035,NA,0,DYK-SET-035,0,Dari,1,2600.529053,34.2094,65.839,DYK,SET,Qurghjoy,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11300,USAID AIDVillageView,SET-047,NA,0,DYK-SET-047,0,Dari,1,2347.147949,34.0542,65.6523,DYK,SET,Shinya (1),2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11301,USAID AIDVillageView,SET-050,NA,0,DYK-SET-050,0,Dari,1,2593.620117,34.1676,65.8088,DYK,SET,Surkhjoy,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11302,USAID AIDVillageView,SET-055,NA,0,DYK-SET-055,0,Dari,1,2714.23999,34.0655,65.6772,DYK,SET,Syakharak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11303,USAID AIDVillageView,SET-059,NA,0,DYK-SET-059,0,Dari,1,2807.822021,34.1132,65.6585,DYK,SET,Zardsang (2),2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11304,CSO AIMS Villages (ACSOR),SET-062,NA,0,DYK-SET-062,0,Dari,1,2483.061035,34.1476,65.85779,DYK,SET,Dahane Giro,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11305,CSO AIMS Villages (ACSOR),SET-068,NA,0,DYK-SET-068,0,Dari,1,2460.759033,34.17159,65.81449,DYK,SET,Nayak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11306,CSO AIMS Villages (ACSOR),SET-071,NA,0,DYK-SET-071,216,Dari,1,2880.843018,34.15194,65.63832,DYK,SET,Qafak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11307,USAID AIDVillageView,SET-006,NA,0,DYK-SET-006,0,Dari,1,2651.102051,34.1772,65.779,DYK,SET,Dahane Menagak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11308,USAID AIDVillageView,SET-007,NA,0,DYK-SET-007,0,Dari,1,2554.583008,34.0827,65.632,DYK,SET,Dahanezardsang,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11309,USAID AIDVillageView,SET-008,NA,0,DYK-SET-008,0,Dari,1,2440.029053,34.0457,65.6878,DYK,SET,Dahangawray,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11310,CSO AIMS Villages (ACSOR),SET-075,NA,0,DYK-SET-075,0,Dari,1,2544.691895,34.2078,65.80669,DYK,SET,Saylbitu,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11311,USAID AIDVillageView,NIL-002,NA,0,DYK-NIL-002,0,Dari,1,2723.593994,33.8526,66.0435,DYK,NIL,Espi-zarak,2201,Nili,????,Daykundi,???????,22
11312,USAID AIDVillageView,NIL-013,NA,0,DYK-NIL-013,0,Dari,1,2703.160889,33.8559,66.0614,DYK,NIL,Nawsokhta,2201,Nili,????,Daykundi,???????,22
11313,USAID AIDVillageView,NIL-019,NA,0,DYK-NIL-019,0,Dari,1,2809.262939,33.8283,66.0165,DYK,NIL,Shes Ulya,2201,Nili,????,Daykundi,???????,22
11314,CSO AIMS Villages (ACSOR),NIL-022,NA,0,DYK-NIL-022,422,Dari,1,3079.658936,33.77358,65.9528,DYK,NIL,Shabar Hulya,2201,Nili,????,Daykundi,???????,22
11315,CSO AIMS Villages (ACSOR),NIL-023,NA,0,DYK-NIL-023,875,Dari,1,2716.034912,33.84131,66.02441,DYK,NIL,Shash Sufla,2201,Nili,????,Daykundi,???????,22
11316,CSO AIMS Villages (ACSOR),ASY-014,NA,0,DYK-ASY-014,99,Dari,1,2794.302979,33.94948,66.11845,DYK,ASY,Gunda,2202,Ashtarlay,??????,Daykundi,???????,22
11317,CSO AIMS Villages (ACSOR),ASY-016,NA,0,DYK-ASY-016,86,Dari,1,2666.826904,33.93839,66.12233,DYK,ASY,Jow Zari,2202,Ashtarlay,??????,Daykundi,???????,22
11318,USAID AIDVillageView,GAI-006,NA,0,DYK-GAI-006,0,Dari,1,2939.264893,33.8171,65.9575,DYK,GAI,Espizarak,2203,Khadir,????,Daykundi,???????,22
11319,USAID AIDVillageView,GAI-008,NA,0,DYK-GAI-008,0,Dari,1,3029.520996,33.7762,65.9282,DYK,GAI,Nawe Rah,2201,Nili,????,Daykundi,???????,22
11320,USAID AIDVillageView,GAI-010,NA,0,DYK-GAI-010,0,Dari,1,2760.311035,33.8227,65.9405,DYK,GAI,Pushte Rug (rugh),2203,Khadir,????,Daykundi,???????,22
11321,USAID AIDVillageView,GAI-011,NA,0,DYK-GAI-011,0,Dari,1,2869.916016,33.7424,65.8878,DYK,GAI,Qabaghjay,2203,Khadir,????,Daykundi,???????,22
11322,USAID AIDVillageView,GAI-012,NA,0,DYK-GAI-012,0,Dari,1,2592.061035,33.7721,65.8652,DYK,GAI,Qolak,2203,Khadir,????,Daykundi,???????,22
11323,CSO AIMS Villages (ACSOR),KAR-003,NA,0,DYK-KAR-003,476,Dari,1,2812.123047,33.87107,65.86567,DYK,KAR,Abdara (2),2203,Khadir,????,Daykundi,???????,22
11324,CSO AIMS Villages (ACSOR),KAR-004,NA,0,DYK-KAR-004,0,Dari,1,2472.552979,33.93702,65.91382,DYK,KAR,Akhtakhana,2203,Khadir,????,Daykundi,???????,22
11325,CSO AIMS Villages (ACSOR),KAR-005,NA,0,DYK-KAR-005,0,Dari,1,2542.840088,33.80182,65.87326,DYK,KAR,Aladad,2203,Khadir,????,Daykundi,???????,22
11326,CSO AIMS Villages (ACSOR),KAR-006,NA,0,DYK-KAR-006,0,Dari,1,2517.019043,33.79533,65.86761,DYK,KAR,Asmurda,2203,Khadir,????,Daykundi,???????,22
11327,CSO AIMS Villages (ACSOR),KAR-008,NA,0,DYK-KAR-008,104,Dari,1,2565.0979,33.79917,65.87246,DYK,KAR,Asp Murda (2),2203,Khadir,????,Daykundi,???????,22
11328,CSO AIMS Villages (ACSOR),KAR-010,NA,0,DYK-KAR-010,177,Dari,1,2979.430908,33.87223,66.04079,DYK,KAR,Chub Zada Pay,2203,Khadir,????,Daykundi,???????,22
11329,CSO AIMS Villages (ACSOR),KAR-011,NA,0,DYK-KAR-011,484,Dari,1,2438.86792,33.9314,65.91607,DYK,KAR,Dahan Faqir Wa Akhta Khana,2203,Khadir,????,Daykundi,???????,22
11330,CSO AIMS Villages (ACSOR),KAR-012,NA,0,DYK-KAR-012,159,Dari,1,2900.061035,33.89138,66.01417,DYK,KAR,Dar Band (1),2203,Khadir,????,Daykundi,???????,22
11331,CSO AIMS Villages (ACSOR),KAR-013,NA,0,DYK-KAR-013,0,Dari,1,2800.826904,33.89437,66.01565,DYK,KAR,Darband (2),2203,Khadir,????,Daykundi,???????,22
11332,CSO AIMS Villages (ACSOR),KAR-016,NA,0,DYK-KAR-016,0,Dari,1,2482.606934,33.75415,65.85477,DYK,KAR,Jawz,2203,Khadir,????,Daykundi,???????,22
11333,CSO AIMS Villages (ACSOR),KAR-018,NA,0,DYK-KAR-018,0,Dari,1,2743.519043,34.0055,65.8834,DYK,KAR,Qolang,2203,Khadir,????,Daykundi,???????,22
11334,CSO AIMS Villages (ACSOR),KAR-021,NA,0,DYK-KAR-021,182,Dari,1,2394.698975,33.98102,65.85218,DYK,KAR,Seh Pula,2203,Khadir,????,Daykundi,???????,22
11335,CSO AIMS Villages (ACSOR),KAR-022,NA,0,DYK-KAR-022,0,Dari,1,2731.475098,33.88499,65.95531,DYK,KAR,Shakaram,2203,Khadir,????,Daykundi,???????,22
11336,CSO AIMS Villages (ACSOR),KAR-023,NA,0,DYK-KAR-023,140,Dari,1,2807.065918,33.88211,65.90106,DYK,KAR,Siya Sang,2203,Khadir,????,Daykundi,???????,22
11337,CSO AIMS Villages (ACSOR),KAR-024,NA,0,DYK-KAR-024,145,Dari,1,2435.435059,33.975,65.95726,DYK,KAR,Siya Sangak,2203,Khadir,????,Daykundi,???????,22
11338,CSO AIMS Villages (ACSOR),KAR-025,NA,0,DYK-KAR-025,171,Dari,1,2957.36499,33.86586,66.05063,DYK,KAR,Sukhta Qoul,2203,Khadir,????,Daykundi,???????,22
11341,CSO AIMS Villages (ACSOR),KAR-002,NA,0,DYK-KAR-002,137,Dari,1,2373.893066,33.92742,65.67331,DYK,KAR,Abdara (1),2203,Khadir,????,Daykundi,???????,22
11342,CSO AIMS Villages (ACSOR),KAR-015,NA,0,DYK-KAR-015,203,Dari,1,2459.920898,34.00299,65.77236,DYK,KAR,Ispi Baid,2203,Khadir,????,Daykundi,???????,22
11343,CSO AIMS Villages (ACSOR),KAR-017,NA,0,DYK-KAR-017,190,Dari,1,2599.280029,33.95142,65.78164,DYK,KAR,Khar Baid Gaz Buri,2203,Khadir,????,Daykundi,???????,22
11344,Yale POP_MASTER,NIL-071,NA,0,DYK-NIL-071,312,Dari,1,2839.188965,33.8532,66.0331,DYK,NIL,Ispi Zarak,2201,Nili,????,Daykundi,???????,22
11345,Yale POP_MASTER,NIL-072,NA,0,DYK-NIL-072,248,Dari,1,2859.168945,33.8113,66.0098,DYK,NIL,Jan Muhammad,2201,Nili,????,Daykundi,???????,22
11346,Yale POP_MASTER,NIL-075,NA,0,DYK-NIL-075,168,Dari,1,2636.667969,33.8498,66.0602,DYK,NIL,Jaw Qoul,2201,Nili,????,Daykundi,???????,22
11347,Yale POP_MASTER,NIL-081,NA,0,DYK-NIL-081,70,Dari,1,2660.118896,33.8364,66.0473,DYK,NIL,Juzwary Hulya,2201,Nili,????,Daykundi,???????,22
11348,Yale POP_MASTER,SET-083,NA,0,DYK-SET-083,285,Dari,1,2643.930908,34.1403,65.8792,DYK,SET,Asp Dawan,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11349,Yale POP_MASTER,SET-084,NA,0,DYK-SET-084,286,Other,9,2632.566895,34.0209,65.5988,DYK,SET,Atish Sang,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11350,Yale POP_MASTER,SET-085,NA,0,DYK-SET-085,369,Dari,1,2490.977051,34.145,65.8629,DYK,SET,Baba Peer,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11351,Yale POP_MASTER,SET-091,NA,0,DYK-SET-091,375,Dari,1,2597.886963,34.1326,65.7034,DYK,SET,Bar Ghasunak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11352,Yale POP_MASTER,SET-093,NA,0,DYK-SET-093,186,Dari,1,2515.495117,34.1374,65.8346,DYK,SET,Baz Ali,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11353,Yale POP_MASTER,SET-097,NA,0,DYK-SET-097,105,Dari,1,3032.241943,34.1498,65.697,DYK,SET,Chamandak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11354,Yale POP_MASTER,NIL-044,NA,0,DYK-NIL-044,119,Dari,1,3052.737061,33.7944,65.9837,DYK,NIL,Arg Murda,2201,Nili,????,Daykundi,???????,22
11355,Yale POP_MASTER,NIL-063,NA,0,DYK-NIL-063,126,Dari,1,2900.35791,33.7872,65.996,DYK,NIL,Gardan Khak,2201,Nili,????,Daykundi,???????,22
11356,Yale POP_MASTER,NIL-106,NA,0,DYK-NIL-106,252,Dari,1,2793.391113,33.854,66.0546,DYK,NIL,Sang Shaikh Jaw Qoul,2201,Nili,????,Daykundi,???????,22
11357,Yale POP_MASTER,NIL-108,NA,0,DYK-NIL-108,354,Dari,1,3026.201904,33.8145,65.9982,DYK,NIL,Sar Meyana Qoul,2201,Nili,????,Daykundi,???????,22
11358,Yale POP_MASTER,NIL-114,NA,0,DYK-NIL-114,148,Dari,1,2669.120117,33.8385,66.0395,DYK,NIL,Shaka,2201,Nili,????,Daykundi,???????,22
11359,Yale POP_MASTER,NIL-115,NA,0,DYK-NIL-115,794,Dari,1,2912.060059,33.8349,66.0062,DYK,NIL,Shash Hulya,2201,Nili,????,Daykundi,???????,22
11360,Yale POP_MASTER,NIL-118,NA,0,DYK-NIL-118,474,Dari,1,2968.220947,33.7659,65.977,DYK,NIL,Sirak,2201,Nili,????,Daykundi,???????,22
11361,Yale POP_MASTER,NIL-125,NA,0,DYK-NIL-125,131,Dari,1,2537.315918,33.8422,66.052,DYK,NIL,Tanga Gah,2201,Nili,????,Daykundi,???????,22
11362,Yale POP_MASTER,SET-266,NA,0,DYK-SET-266,447,Dari,1,3152.565918,34.103,65.9699,DYK,SET,Sar Qoul Shaikh Ali,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11363,Yale POP_MASTER,SET-268,NA,0,DYK-SET-268,803,Dari,1,2545.959961,34.2041,65.8132,DYK,SET,Sar Sil Bitu,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11364,Yale POP_MASTER,SET-271,NA,0,DYK-SET-271,705,Dari,1,3132.766113,34.1129,65.9869,DYK,SET,Sar-i-ab-i-talkhak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11365,Yale POP_MASTER,SET-277,NA,0,DYK-SET-277,190,Dari,1,2955.001953,34.1471,65.7725,DYK,SET,Sar-i-gharak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11366,Yale POP_MASTER,SET-287,NA,0,DYK-SET-287,88,Dari,1,2662.937988,34.1312,65.6307,DYK,SET,Shabar,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11367,Yale POP_MASTER,SET-288,NA,0,DYK-SET-288,197,Dari,1,2967.375977,34.0993,65.9886,DYK,SET,Shah Baidak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11368,Yale POP_MASTER,SET-289,NA,0,DYK-SET-289,216,Dari,1,2983.381104,34.1072,65.9308,DYK,SET,Shahi,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11369,Yale POP_MASTER,SET-102,NA,0,DYK-SET-102,322,Dari,1,2886.284912,34.1541,65.7582,DYK,SET,Daghur,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11370,Yale POP_MASTER,SET-106,NA,0,DYK-SET-106,503,Dari,1,2441.316895,34.0251,65.5929,DYK,SET,Dahan Buroti,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11371,Yale POP_MASTER,SET-110,NA,0,DYK-SET-110,95,Dari,1,2469.061035,34.1968,65.8132,DYK,SET,Dahan Ghujarbash,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11372,Yale POP_MASTER,SET-116,NA,0,DYK-SET-116,190,Dari,1,2716.228027,34.1572,65.9106,DYK,SET,Dahan Rangin,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11373,Yale POP_MASTER,SET-118,NA,0,DYK-SET-118,449,Dari,1,2547.674072,34.1484,65.8503,DYK,SET,Dahan Shamsher Lang,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11374,Yale POP_MASTER,SET-122,NA,0,DYK-SET-122,143,Dari,1,2531.548096,34.1016,65.8069,DYK,SET,Dahan-i-durup,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11375,Yale POP_MASTER,SET-125,NA,0,DYK-SET-125,323,Dari,1,2474.728027,34.0933,65.7109,DYK,SET,Dahan-i-khair Ali,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11376,Yale POP_MASTER,SET-132,NA,0,DYK-SET-132,16,Dari,1,2309.552002,34.0446,65.6969,DYK,SET,Dahan-i-qura Sufla,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11377,Yale POP_MASTER,SET-133,NA,0,DYK-SET-133,340,Dari,1,2479.114014,34.0406,65.623,DYK,SET,Dahan-i-quri,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11378,Yale POP_MASTER,SET-140,NA,0,DYK-SET-140,226,Dari,1,2368.555908,34.0537,65.7165,DYK,SET,Dara Chub,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11379,Yale POP_MASTER,SET-141,NA,0,DYK-SET-141,511,Dari,1,3025.937012,34.1298,65.747,DYK,SET,Dara-i-safid Baid,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11380,Yale POP_MASTER,SET-144,NA,0,DYK-SET-144,853,Dari,1,2614.356934,34.0971,65.8671,DYK,SET,Durup,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11381,Yale POP_MASTER,SET-146,NA,0,DYK-SET-146,91,Dari,1,2349.737061,34.0498,65.7045,DYK,SET,Gardana,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11382,Yale POP_MASTER,SET-147,NA,0,DYK-SET-147,114,Dari,1,2652.576904,34.2198,65.8106,DYK,SET,Garzak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11383,Yale POP_MASTER,SET-152,NA,0,DYK-SET-152,523,Dari,1,2737.379883,34.1227,65.9109,DYK,SET,Gul Khowja,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11385,Yale POP_MASTER,SET-164,NA,0,DYK-SET-164,388,Dari,1,2581.891113,34.0991,65.7457,DYK,SET,Janwar,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11386,Yale POP_MASTER,SET-165,NA,0,DYK-SET-165,155,Dari,1,2481.945068,34.02,65.5786,DYK,SET,Jar Nala,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11387,Yale POP_MASTER,SET-174,NA,0,DYK-SET-174,79,Dari,1,2575.871094,34.1184,65.8064,DYK,SET,Kamranak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11388,Yale POP_MASTER,SET-178,NA,0,DYK-SET-178,202,Dari,1,2677.543945,34.1696,65.9239,DYK,SET,Kata Darakht,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11389,Yale POP_MASTER,SET-183,NA,0,DYK-SET-183,163,Dari,1,2614.766113,34.2132,65.8657,DYK,SET,Kaw Band,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11403,Yale POP_MASTER,SET-184,NA,0,DYK-SET-184,462,Dari,1,2660.009033,34.12,65.6816,DYK,SET,Khair Ali,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11404,Yale POP_MASTER,SET-200,NA,0,DYK-SET-200,181,Pashto,2,2573.149902,34.0606,65.6905,DYK,SET,Mah Kotal,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11405,Yale POP_MASTER,SET-202,NA,0,DYK-SET-202,189,Dari,1,2407.424072,34.0454,65.6628,DYK,SET,Mar Khor,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11406,Yale POP_MASTER,SET-204,NA,0,DYK-SET-204,108,Dari,1,2640.656006,34.2009,65.8027,DYK,SET,Markaz-i-waluswally,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11407,Yale POP_MASTER,SET-206,NA,0,DYK-SET-206,238,Dari,1,2898.165039,34.1711,65.7471,DYK,SET,Meyana Kak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11408,Yale POP_MASTER,SET-207,NA,0,DYK-SET-207,97,Dari,1,2711.814941,34.0717,65.8087,DYK,SET,Meyana Qoulak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11409,Yale POP_MASTER,SET-216,NA,0,DYK-SET-216,168,Dari,1,2402.794922,34.0322,65.6179,DYK,SET,Now Mucha,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11410,Yale POP_MASTER,SET-220,NA,0,DYK-SET-220,286,Dari,1,2335.99292,34.0434,65.671,DYK,SET,Nowabad,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11411,Yale POP_MASTER,SET-221,NA,0,DYK-SET-221,135,Dari,1,2512.016113,34.0576,65.7551,DYK,SET,Nowi Nawa,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11412,Yale POP_MASTER,SET-222,NA,0,DYK-SET-222,297,Dari,1,2438.451904,34.0336,65.6122,DYK,SET,Nowroz Shah,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11413,Yale POP_MASTER,SET-223,NA,0,DYK-SET-223,224,Dari,1,2533.206055,34.0963,65.844,DYK,SET,Pairawi,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11414,Yale POP_MASTER,SET-230,NA,0,DYK-SET-230,390,Dari,1,2524.220947,34.077,65.7974,DYK,SET,Paykajak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11415,Yale POP_MASTER,SET-237,NA,0,DYK-SET-237,68,Dari,1,2497.695068,34.0707,65.774,DYK,SET,Qabaghak Shalgham,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11416,Yale POP_MASTER,SET-243,NA,0,DYK-SET-243,168,Dari,1,2875.667969,34.0767,65.8558,DYK,SET,Qana Ghak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11417,Yale POP_MASTER,SET-247,NA,0,DYK-SET-247,203,Dari,1,2844.177002,34.1612,65.7704,DYK,SET,Ragardan Daghur,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11418,Yale POP_MASTER,SET-249,NA,0,DYK-SET-249,156,Dari,1,2749.555908,34.1412,65.9219,DYK,SET,Rangin,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11419,Yale POP_MASTER,SET-255,NA,0,DYK-SET-255,211,Dari,1,2741.245117,34.1402,65.718,DYK,SET,Sakhi Jay,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11420,Yale POP_MASTER,SET-296,NA,0,DYK-SET-296,237,Dari,1,2769.666992,34.1583,65.7105,DYK,SET,Shaikh Sankak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11421,Yale POP_MASTER,SET-297,NA,0,DYK-SET-297,366,Dari,1,2744.418945,34.1851,65.8698,DYK,SET,Shamsher Sang,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11422,Yale POP_MASTER,SET-299,NA,0,DYK-SET-299,219,Dari,1,2506.064941,34.1343,65.8109,DYK,SET,Sheena Qala,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11423,Yale POP_MASTER,SET-301,NA,0,DYK-SET-301,148,Dari,1,2558.575928,34.1073,65.7113,DYK,SET,Sheenlis,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11424,Yale POP_MASTER,SET-306,NA,0,DYK-SET-306,148,Pashto,2,2428.729004,34.0318,65.6001,DYK,SET,Sina Maqbul,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11425,Yale POP_MASTER,SET-309,NA,0,DYK-SET-309,151,Dari,1,2469.759033,34.1745,65.8107,DYK,SET,Siya Khak,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11426,Yale POP_MASTER,SET-315,NA,0,DYK-SET-315,210,Dari,1,2744.913086,34.1866,65.7564,DYK,SET,Siya Nahur (1),2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11427,Yale POP_MASTER,SET-316,NA,0,DYK-SET-316,230,Dari,1,2554.327881,34.2078,65.8492,DYK,SET,Siya Sang (1),2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11429,Yale POP_MASTER,SET-321,NA,0,DYK-SET-321,155,Dari,1,2600.426025,34.1751,65.8055,DYK,SET,Sorkh Jowi Kahur,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11431,Yale POP_MASTER,SET-333,NA,0,DYK-SET-333,195,Dari,1,2382.909912,34.0432,65.6318,DYK,SET,Tanab Baid,2207,Sang-e-Takht,??? ???,Daykundi,???????,22
11432,Yale POP_MASTER,ASY-118,NA,0,DYK-ASY-118,58,Dari,1,2629.792969,33.9189,66.1003,DYK,ASY,Dahan Khushkak,2202,Ashtarlay,??????,Daykundi,???????,22
11433,Yale POP_MASTER,ASY-130,NA,0,DYK-ASY-130,191,Dari,1,2691.543945,33.9596,66.0896,DYK,ASY,Dahan Saywak,2202,Ashtarlay,??????,Daykundi,???????,22
11434,Yale POP_MASTER,ASY-131,NA,0,DYK-ASY-131,70,Dari,1,2502.746094,33.9131,66.0918,DYK,ASY,Dahan Shaikh Sik,2202,Ashtarlay,??????,Daykundi,???????,22
11435,Yale POP_MASTER,ASY-135,NA,0,DYK-ASY-135,68,Dari,1,2924.297119,33.9523,66.1032,DYK,ASY,Dahan-i-qoba Gak,2202,Ashtarlay,??????,Daykundi,???????,22
11436,Yale POP_MASTER,ASY-175,NA,0,DYK-ASY-175,150,Dari,1,2645.304932,33.9596,66.1019,DYK,ASY,Jangal,2202,Ashtarlay,??????,Daykundi,???????,22
11449,Yale POP_MASTER,ASY-176,NA,0,DYK-ASY-176,59,Dari,1,2641.529053,33.9137,66.0812,DYK,ASY,Jangar Jowi Taj Owi,2202,Ashtarlay,??????,Daykundi,???????,22
11450,Yale POP_MASTER,ASY-179,NA,0,DYK-ASY-179,90,Dari,1,2813.537109,34.0413,66.0688,DYK,ASY,Jar Karam Zar,2202,Ashtarlay,??????,Daykundi,???????,22
11451,Yale POP_MASTER,ASY-197,NA,0,DYK-ASY-197,200,Dari,1,2746.569092,33.9302,66.0742,DYK,ASY,Kars,2202,Ashtarlay,??????,Daykundi,???????,22
11452,Yale POP_MASTER,ASY-202,NA,0,DYK-ASY-202,13,Dari,1,2700.365967,33.9425,66.0248,DYK,ASY,Khak Zank,2203,Khadir,????,Daykundi,???????,22
11453,Yale POP_MASTER,ASY-216,NA,0,DYK-ASY-216,139,Dari,1,2956.034912,33.9353,66.0906,DYK,ASY,Khushkak,2202,Ashtarlay,??????,Daykundi,???????,22
11454,Yale POP_MASTER,ASY-228,NA,0,DYK-ASY-228,91,Dari,1,2798.36792,33.9571,66.0258,DYK,ASY,Mahmud Tar,2203,Khadir,????,Daykundi,???????,22
11455,Yale POP_MASTER,ASY-260,NA,0,DYK-ASY-260,118,Dari,1,2262.551025,33.9172,66.1271,DYK,ASY,Now Abad,2202,Ashtarlay,??????,Daykundi,???????,22
