OBJECTID,POPULATION,LANG_CODE,LAT_Y,LON_X,DIST_CODE,PROV_CODE,AFG_UID
3282,100,9,31.9357,67.0647,2405,24,ZBL-SNK-109
3283,127,9,31.9289,66.9732,2405,24,ZBL-SNK-112
3284,249,9,31.956,66.9256,2405,24,ZBL-SNK-113
3285,217,9,32.0438,67.0622,2405,24,ZBL-SNK-114
3286,207,9,31.8265,66.7762,2405,24,ZBL-SNK-124
3287,144,9,31.8864,66.9294,2405,24,ZBL-SNK-128
3288,74,2,31.9608,67.107,2405,24,ZBL-SNK-129
3289,158,9,31.9065,66.8745,2405,24,ZBL-SNK-130
3290,141,9,32.0083,67.0818,2405,24,ZBL-SNK-131
3291,233,9,31.9667,67.0642,2405,24,ZBL-SNK-136
3292,254,9,31.9869,67.1197,2405,24,ZBL-SNK-138
3293,228,9,31.954,67.0025,2405,24,ZBL-SNK-139
3294,169,9,31.9351,66.9138,2405,24,ZBL-SNK-143
3295,157,9,31.9262,67.0344,2405,24,ZBL-SNK-144
3296,218,9,31.8747,67.0282,2405,24,ZBL-SNK-150
5743,68,9,32.48241,67.17723,2406,24,ZBL-SHJ-186
5757,285,9,32.4302,67.1343,2401,24,ZBL-QLT-020
5758,144,9,32.4583,67.1458,2401,24,ZBL-QLT-077
5759,47,9,32.4552,67.1633,2406,24,ZBL-SHJ-046
5760,100,9,32.4671,67.1953,2406,24,ZBL-SHJ-041
5761,79,9,32.474,67.1619,2406,24,ZBL-SHJ-127
5762,93,9,32.488,67.2028,2406,24,ZBL-SHJ-159
5763,59,9,32.4743,67.1977,2406,24,ZBL-SHJ-103
5764,100,9,32.4712,67.1883,2406,24,ZBL-SHJ-008
5765,67,9,32.4618,67.177,2406,24,ZBL-SHJ-100
5773,204,9,32.12,67.4733,2411,24,ZBL-NBR-037
5774,110,9,32.0074,67.5115,2411,24,ZBL-NBR-038
5775,60,9,32.0085,67.4544,2411,24,ZBL-NBR-039
5776,93,9,32.0386,67.4472,2411,24,ZBL-NBR-052
5777,203,9,32.0251,67.5016,2411,24,ZBL-NBR-061
5778,500,9,32.0146,67.4462,2411,24,ZBL-NBR-069
5779,179,9,31.9877,67.505,2411,24,ZBL-NBR-071
5780,219,9,32.0037,67.4779,2411,24,ZBL-NBR-072
5781,76,9,31.997,67.5161,2411,24,ZBL-NBR-103
5782,44,9,32.0632,67.4981,2411,24,ZBL-NBR-113
5783,210,9,32.0058,67.4623,2411,24,ZBL-NBR-119
5784,88,9,32.1153,67.466,2405,24,ZBL-SNK-146
5785,226,9,32.0486,67.5518,2411,24,ZBL-NBR-033
5786,122,9,32.1253,67.4755,2411,24,ZBL-NBR-019
5831,227,9,31.818,66.7352,2405,24,ZBL-SNK-103
5832,151,9,31.8307,66.718,2405,24,ZBL-SNK-107
5833,129,9,31.8062,66.7556,2405,24,ZBL-SNK-116
5834,165,9,31.7909,66.7517,2405,24,ZBL-SNK-121
6117,165,9,31.7833,66.9075,2405,24,ZBL-SNK-036
6118,136,9,31.7991,66.9317,2405,24,ZBL-SNK-054
6119,219,9,31.8597,67.1018,2405,24,ZBL-SNK-120
6120,223,9,31.783,66.8997,2405,24,ZBL-SNK-127
6121,118,2,31.8862,67.1093,2405,24,ZBL-SNK-132
6122,81,2,31.8936,67.112,2405,24,ZBL-SNK-133
6888,547,8,33.0515,67.1438,2407,24,ZBL-KAF-070
6889,962,1,33.0015,67.1732,2407,24,ZBL-KAF-071
6890,591,8,33.011,67.0743,2407,24,ZBL-KAF-073
6891,466,1,33.0507,67.1178,2407,24,ZBL-KAF-080
6892,82,1,33.0285,67.0771,2407,24,ZBL-KAF-084
6893,250,2,32.949,67.288,2407,24,ZBL-KAF-112
6894,250,2,32.962,67.2627,2407,24,ZBL-KAF-113
6895,400,2,32.965,67.231,2407,24,ZBL-KAF-114
6896,500,2,32.9655,67.186,2407,24,ZBL-KAF-115
8734,80,2,31.8344,67.1808,2405,24,ZBL-SNK-101
8735,193,2,31.7031,67.2278,2409,24,ZBL-ATR-029
8736,274,2,31.7095,67.2354,2409,24,ZBL-ATR-051
8737,867,2,31.6985,67.2248,2409,24,ZBL-ATR-083
8739,367,2,31.78801,67.45901,2405,24,ZBL-SNK-032
8764,39,9,31.6903,67.5753,2410,24,ZBL-SMZ-088
8765,156,9,31.711,67.5645,2410,24,ZBL-SMZ-110
8766,34,9,31.6981,67.5542,2410,24,ZBL-SMZ-189
8767,226,9,31.6754,67.5561,2410,24,ZBL-SMZ-254
8768,90,9,31.8152,67.3678,2405,24,ZBL-SNK-042
8769,167,2,31.8561,67.2414,2405,24,ZBL-SNK-090
8770,552,2,31.7188,67.3841,2409,24,ZBL-ATR-009
8771,147,2,31.7399,67.3626,2409,24,ZBL-ATR-010
8772,18,2,31.7055,67.5043,2409,24,ZBL-ATR-011
8773,355,2,31.7524,67.4036,2409,24,ZBL-ATR-012
8774,164,2,31.7577,67.5114,2409,24,ZBL-ATR-015
8775,209,9,31.7893,67.3217,2409,24,ZBL-ATR-017
8776,301,2,31.7663,67.4325,2409,24,ZBL-ATR-018
8777,787,2,31.7816,67.3939,2409,24,ZBL-ATR-019
